class,conversation,augmented_conversation
일반 대화,요즘 엘리베이터 안 타고 계단 오르기 도전 중이야. <LF> 오 진짜? 몇 층까지 올라가? <LF> 회사 8층까지 매일! <LF> 대단하다. 숨 안 차? <LF> 처음엔 힘들었는데 이젠 익숙해졌어. <LF> 체력 좋아졌겠다. <LF> 확실히 아침이 상쾌해. <LF> 나도 해볼까 고민돼. <LF> 같이 하면 동기부여 되지. <LF> 좋아. 내일부터 도전! <LF> 운동도 되고 기분도 상쾌하지. <LF> 매일 하면 체력 진짜 좋아질 거야.,요즘 엘리베이터 안 타고대단하다계단 야 도전 중이오르기. <LF> 오 진짜?나도몇.층도전 올라가? <LF> 회사 8층까지 매일! <LF>  . 숨 안 차? <LF> 처음엔 힘들었는데 이젠 익숙해졌어. <LF> 체력 좋아졌겠다  <LF> 확실히 좋아질이 상쾌해. <LF>  해볼까 고민돼  <LF> 같이 하면 동기부여.되지. <LF> 좋아. 내일부터 까지! <LF> 운동도 되고 기분도 상쾌하지. <LF> 매일 하면 체력 진짜 아침 거야.
일반 대화,오늘 점심시간에 은행 다녀왔어? <LF> 응. 공과금 자동이체 등록했어. <LF> 사람 많았지? <LF> 점심시간이라 그런지 꽤 길었어. <LF> 요즘 모바일뱅킹도 되잖아. <LF> 맞아. 근데 이번 건은 창구만 가능했어. <LF> 직원 친절했어? <LF> 응. 설명도 잘해줬어. <LF> 은행 갈 땐 항상 준비물 확인해야 해. <LF> 다행히 다 챙겨갔지. <LF> 다음엔 일찍 가서 기다려야겠어. <LF> 이런 건 시간이 생명이지.,오늘 점심시간 에은행 다녀왔어? <LF> 응. 공과금 자동이체 등록했어. <LF> 사람뱅킹많았지? <LF> 점심시간이라 그런지 꽤 길었어. <LF> 요즘 도 되잖아. <LF> 맞아설명 근데 이번 건은 창구만모바일가능했어. <LF> 직원 친절했어? <LF> 잘. .도 응해줬어. <LF> 은행 갈 땐 항상 준비물 확인해야 <LF> 해. <LF> 다행히 다 챙겨갔지. <LF> 다음엔 일찍 가서 기다려야겠어. 이런 건 시간이 생명이지.
일반 대화,우리 부서 다음 주에 이사 간대. <LF> 진짜? 어느 층으로? <LF> 12층으로 올라간대. <LF> 짐은 어떻게 옮기지? <LF> 정리 박스가 금요일에 온대. <LF> 자리도 바뀌는 거야? <LF> 응. 창가 쪽 자리래. <LF> 좋다! 햇살도 좀 받을 수 있겠네. <LF> 근데 짐 많아서 걱정이야. <LF> 같이 정리하면 금방일 거야. <LF> 버리는 짐도 좀 나와서 정리할 겸 좋아. <LF> 새 자리에서 새 출발이지.,우리 부서 다음 주에 이사 . <LF> 진짜? 어느 층 ? <LF> 12층으로자리 <LF> . <LF> 짐은 어떻게 옮기지? <LF> 정리 박스가 금요일에 온대. <LF> 자리도 바뀌는 ?거야 <LF> 응.간대창가 쪽 으로래.올라간대좋다! 햇살도 좀 받을 수 . <LF> 근데 짐있겠네많아서 걱정이야. <LF> 같이 정리하면 금방일 거야. <LF> 버리는 짐도 좀 나와서 정리할 좋아. <LF> 새 자리에서 새겸출발이지.
일반 대화,회의실 예약했더니 겹쳤대. <LF> 어디 팀이랑? <LF> 기획팀도 같은 시간 예약했더라. <LF> 우린 미리 했잖아. <LF> 시스템 오류 났대. <LF> 어떻게 하지? <LF> 부장님이 직접 조정 중이래. <LF> 혹시 시간 바꿔야 하나? <LF> 그럴 수도 있대. <LF> 미리 참석자들한테 공지하자. <LF> 응. 변경 생기면 바로 알릴게. <LF> 회의실 부족도 이제 문제야. <LF> 앞으로는 더 일찍 예약하자.,회의실 예약했더니 겹쳤대.회의실도 팀이랑. <LF> 기획팀 같은 시간 예약했더라. <LF> 우린 .도했잖아. <LF> 시스템 오류어떻게났대. <LF>  하지? <LF> 부장님이 직접 조정 중이 . <LF> 혹시 시간 바꿔야 하나? <LF> 그럴 수도 있대. <LF> 미리 참석자들한테 공지하자. <LF> 응? 변경 생기면 바로 예약. <LF>  <LF>  부족어디 이제 문제야미리 <LF> 앞으로는 더래일찍 알릴게하자.
일반 대화,주말에 나들이 갈래? <LF> 좋아! 어디로? <LF> 서울숲 어때? 벚꽃도 폈대. <LF> 딱이네. 도시락도 싸갈까? <LF> 좋지! 샌드위치랑 과일 어때? <LF> 내가 음료 가져갈게. <LF> 출발은 몇 시? <LF> 9시쯤 어때? <LF> 좋아. 날씨만 좋으면 완벽이네. <LF> 우리 사진도 많이 찍자! <LF> 소풍 느낌으로 기분 전환하자. <LF> 바람도 쐬고 스트레스도 날리자.,주말에 출발 갈래이네 <LF>  ! 어디로? <LF> 서울숲 어때? 벚꽃도 폈대. <LF> 딱이네. 도시락도 싸갈까? <LF> 좋아! 샌드위치랑 과일좋지어때? <LF> 내가 음료 가져갈게? <LF> .은 몇날리자시나들이 <LF> 9시쯤 어때? <LF> 좋아. 날씨만 좋으면 완벽?. <LF> 우리 사진도 많이 찍자! <LF> 소풍 느낌으로 기분 전환하자. <LF> 바람도 쐬고 스트레스도 .
일반 대화,오늘 왜 지각했어? <LF> 알람을 껐는지 기억도 안 나. <LF> 어제 늦게 잤어? <LF> 응. 보고서 마감 때문에. <LF> 그래도 조금은 일찍 자야지. <LF> 맞아. 오늘 진짜 허둥댔어. <LF> 대중교통도 문제 있었어? <LF> 지하철 지연까지 겹쳤어. <LF> 오늘은 봐줄게. <LF> 내일은 무조건 제시간에! <LF> 내일은 알람 두 개 맞춰야지. <LF> 교훈 얻었네 진짜.,오늘 왜 지각했어? <LF> 알람나 껐는지 기억도 안 을. <LF> 어제 늦게 !? <LF> 응. 보고서 마감.때문은 <LF> .대중교통 조금은 일찍 자야지. <LF> 맞아. 오늘 진짜 허둥댔어..그래도도 문제 있었어? <LF> 지하철 쳤어까지 겹지연. <LF> 오늘에 봐줄게. <LF> 내일은 무조건 제시간에잤어 <LF> 내일은 알람 두 개 맞춰야지 <LF>  <LF> 교훈 얻었네 진짜
일반 대화,노트북 또 고장 났다며? <LF> 응. 부팅이 안 돼. <LF> AS는 맡겼어? <LF> 어제 맡기고 왔어. <LF> 백업은 돼 있어? <LF> 다행히 클라우드에 저장했어. <LF> 수리비 많이 들까? <LF> 보증기간 내라서 무상일 듯. <LF> 대체기기는 있어? <LF> 회사에서 임시로 빌려줬어. <LF> 그나마 다행이네. <LF> 업무 중단돼서 진짜 곤란했어. <LF> 기기 문제도 대비해야겠어.,에서기기또 고장 났다며? <LF>  <LF> . 부팅이 안 돼보증 <LF> AS는 맡겼어? <LF> 어제 맡기고 왔어 <LF>  <LF> 백업은 돼 있어?응다행히 클라우드에 저장했어..수리비 많이 들까? <LF> .기간 내라서 무상 듯. <LF> 대체 는 <LF> 있어? <LF> 회사노트북 임시로 빌려줬어. <LF> 그나마 다행이네. 업무일중단돼서 진짜 곤란했어. <LF> 기기 문제도 대비해야겠어.
일반 대화,"요즘 팀 분위기 이상하지 않아? <LF> 응. 말수도 줄고 소통도 적어. <LF> 회의도 조용하더라. <LF> 다들 바빠서 그런가? <LF> 그럴 수도 있고, 피로감일 수도. <LF> 팀장님도 알아채셨을까? <LF> 눈치 채신 듯해. <LF> 한번 편하게 얘기하는 시간 만들까? <LF> 좋은 생각이야. 다들 좀 풀릴지도. <LF> 팀워크 회복이 필요해. <LF> 예전처럼 팀 다과회라도 해볼까? <LF> 그런 시간도 필요하지.","요즘 팀 분위기 이상하지 않아? <LF> 응. 도 줄고 소통 <LF>  적어. <LF> 회의도 조용하더라. <LF> 런가들 바빠서 그다좀 <LF> 그럴 수도 있고, 도감일 수도. <LF> 팀장님? 알아채셨을까? <LF> 눈치 채신 듯해.다과회한번 편하게 얘기필요해말수시간 만들까? <LF> 좋은 생각이야. 다들 ? 풀릴지도. <LF> 팀워크 회복이 하는. <LF> 예전처럼 팀  <LF> 라도 해볼까도피로그런 시간도 필요하지."
일반 대화,회사 근처에 새 맛집 생겼대. <LF> 어디 쪽이야? <LF> 역 골목 쪽인데 덮밥집이야. <LF> 맛있어? <LF> 어제 먹어봤는데 가성비 좋아. <LF> 줄은 어때? <LF> 12시 전에 가야 안 기다려. <LF> 그럼 내일 일찍 나가자. <LF> 좋아. 같이 가자. <LF> 점심 기대된다! <LF> 이번엔 진짜 꿀맛이었어. <LF> 가격도 착해서 가성비 최고야. <LF> 내일 점심은 확정이다.,회사 근처에 새 맛집 생겼대. <LF> 어디12시쪽?? <LF> 역 골목 쪽인데 덮밥집이야. <LF> 맛있어이야 어제엔먹어봤는데 가성비 좋아. <LF> 줄 <LF>  어때? <LF>  전에 가야 안 기다려. <LF> 그럼 내일 일찍 나가자. 좋아. 같이 가자. <LF> 점심 기대된다! <LF> 이번. 진짜 꿀맛이었어 <LF> 은가격도 착해서 가성비 최고야. <LF> 내일 <LF> 점심은 확정이다.
일반 대화,오늘 누구 생일이야? <LF> 기획팀 민지 씨래. <LF> 회사에서 뭐 준비했대? <LF> 작게 케이크랑 꽃 준비했대. <LF> 좋다. 축하 분위기네. <LF> 우린 다음엔 누가 생일이지? <LF> 다음 주 수요일에 태훈 씨. <LF> 그럼 우리도 뭐 준비할까? <LF> 간단히 케이크랑 카드 어때? <LF> 좋아. 팀 분위기도 좋아질 거야. <LF> 작은 이벤트지만 기분 좋더라. <LF> 함께 축하하는 문화 좋지.,오늘 누구 생일 <LF> ?이야기획팀 민지 씨래. <LF> 회사에서 뭐 문화했대? <LF> 작게 케이크랑 꽃 수요일했대. <LF> 좋다. 축하 분위기네. <LF> 우린 다음엔 누가 생일이지? <LF> 다음 주 준비에 태훈 씨. 그럼 우리도 뭐 준비할까? <LF> 간단히 케이크랑 카드 어때  <LF> 좋아.?팀 분위기도 좋아질 거야. 작은 이벤트지만 기분 좋더라. <LF> 함께 축하하는 <LF> 준비 <LF> 좋지.
일반 대화,"점심 메뉴 고르기에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","점심풀리네메뉴 고르기에 대해서 생각오늘, 진짜 요즘 너무 자주 . <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데은은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 <LF> 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 싶어는 그냥 웃고 넘기려고겪어하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 . 다음엔 이런 일 없도록 조심해야겠다 나. <LF> 응. 어쨌든 해봤는데 잘 마무리하자."
일반 대화,"회사에서 회의 피드백 주고받기에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","회사에서 회의 피드백 주고받기에 대해 생각해봤는데, 게 요즘 너무 자주 겪어 <LF>  <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이진짜 게 아닌 것 같은데 은근편스트레스야  <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라마무리.이럴 땐 어떻게 대처하는.별거 제일 좋을까? <LF> 나는 그냥 웃고.넘기려고 인데 쉽진 않지  <LF> 나도 그런 여유 좀하는배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다서싶어. <LF> 응. 어쨌든 오늘은 잘 .하자."
일반 대화,"지하철에서 자리 양보에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","마무리에서땐자리 양보에 대해서 생각해봤는데,이진짜 너무 자주 겪어. 그러니까. 나도 얼마 전에 똑같은 상황쉽진있었거든. <LF>  게 별거 아닌 것 <LF> 같은데 스트레스야나도 <LF> 맞아.은근주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 않지. . 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀요즘속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. <LF> 어쨌든 오늘은 잘 지하철하자."
일반 대화,"동네 고양이 이야기에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","동네 이야기에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어  <LF> 그러니까. 나도 . 전에 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야.일맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고고양이넘기려고 하는 편인데엔쉽진 않지. <LF> 나도 그런 여유 좀 응 싶다얼마 <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음 이런  <LF>  없도록.조심해야겠다 싶어. <LF> 배우고.똑같은어쨌든 오늘은 잘 마무리하자."
일반 대화,"택배 분실 문제에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","택배 분실 문제에 대해서 생각해봤는데, 진짜 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 같은데. <LF> 이게그냥별거 아닌 것 있었거든 은근 싶어나누니까. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게.제일 좋을까? <LF> 나는 풀리네 웃고 넘기려고 하는 편인데 쉽진야않지. <LF> 나도없도록그런 여유 좀 배우고 싶다요즘 <LF> 같이 이야기 좀 속이 . <LF> 다음엔 이런 일 조심해야겠다 스트레스. <LF> 응. 어쨌든 오늘은 잘 마무리하자."
일반 대화,"계획된 여행 일정 조율에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","계획된 여행 하는 조율좀 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어  <LF> 그러니까. 나도 . 전에 똑같은 상황 .. <LF> 이 별거 아닌 것 같은데 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라있었거든 <LF> 이럴 <LF> 땐 어떻게 대처싶다일게 제일.좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지얼마 <LF> 나도 그런 여유 에 배우고 일정. <LF> 같이 이야기 나누니까 좀 속이 풀리네. 다음엔 이런 없도록게조심해야겠다은근싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자."
일반 대화,"카페에서 공부하다 생긴 일에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","풀리네에서 공부하다 생긴 일에 대해서 생각해봤는데,  <LF>  요즘나누니까너무 자주 겪어일 <LF> 그러니까. 나도 얼마야전에 잘 있었거든. <LF> 이게 별거웃고아닌상황것 같은데 은근 스트레스 . <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까?진짜나는 그냥 넘기려고속이하는 싶어인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 좀 카페. <LF> 다음엔 이런 . 없도록 조심해야겠다 편. <LF> 응. 어쨌든 오늘은 똑같은 마무리하자."
일반 대화,"주말 약속 취소에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","주말 약속 취소에 대해서진짜생각해봤는데, 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 대처게 맞아 아닌 것 같은데 은근그런스트레스야. <LF> 별거. 주변 하는들도 비슷한 이야기 하더라. <LF> .사람땐 어떻게 이 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 일 풀리네. <LF> 다음엔 이런 속이 없도록 조심해야겠다 싶어. <LF> 응이럴 어쨌든 오늘은 잘 마무리하자."
일반 대화,"헬스장 등록 고민에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","헬스장 등록 고민에 대해서 해봤는데, 진짜 요즘.너무 자주 겪어편 <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 . 어떻게주변것 같은데 스트레스야. <LF> 맞아. 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 아닌 대처하는 <LF> 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고어쨌든하는 별거인데 쉽진 않지 나도 여유 좀 배우고 싶다. <LF> 같이그런이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 은근생각오늘은 잘 마무리하자."
일반 대화,"회사 복지 불만 토로에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","회사 복지 불만 토로에 대해서 생각좋을까, 진짜 요즘 너무 자주 겪어. 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변배우고사람들도 이야기 <LF> 하더라. <LF> 이럴 없도록 어떻게 대처오늘 게 제일 해봤는데? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지 <LF>  <LF> 나도 엔 좀 싶다. <LF> 같이 이야기 나누니까비슷한좀 속이 풀리네..다음그런 이런 일 땐 조심해야겠다여유싶어. <LF> 응..어쨌든 하는은 잘 마무리하자"
일반 대화,"팀 프로젝트 마감 압박에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","팀 프로젝트 마감 압박에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까 나도 얼마 전에 똑같은 상황 속이. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는.그냥 웃고 넘기려고 하는.편 쉽진 않지. <LF> 나누니까 그런 여유 좀인데어쨌든 싶다  <LF> 같이 이야기 나도 좀 있었거든 조심해야겠다. <LF> 다음엔 이런 일 없도록 풀리네 싶어. <LF> 응. 배우고 오늘은 잘 마무리하자."
일반 대화,"생일 축하 깜짝 이벤트에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","나도 축하 깜짝 이벤트에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 생일 얼마 전에 똑같은 상황 있었거든. <LF> 않지게 맞아 아닌.것 같은데 은근 스트레스야. <LF> 별거. 주변 사람들도 비슷한 이야기 하더라  <LF> 이럴응땐 어떻게 대처하는 게 제일 좋을까? 나는 <LF> 그냥 웃고 넘기려고 하는 편인데 쉽진 이. <LF> 나도 그런 여유  <LF>  배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어.좀 . 어쨌든 오늘은 잘 마무리하자."
일반 대화,"신입사원의 질문 폭탄에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","신입사원마무리 질문 폭탄에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도스트레스얼마 전에 똑같은 상황 . <LF> 이나누니까 별거 아닌 것 같은데 은근 있었거든야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 <LF> 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. 같이 이야기 게 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 의하자."
일반 대화,"사무실 에어컨 온도 싸움에 대해서 생각해봤는데, 진짜 요즘 너무 자주 겪어. <LF> 그러니까. 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌 것 같은데 은근 스트레스야. <LF> 맞아. 주변 사람들도 비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 게 제일 좋을까? <LF> 나는 그냥 웃고 넘기려고 하는 편인데 쉽진 않지. <LF> 나도 그런 여유 좀 배우고 싶다. <LF> 같이 이야기 나누니까 좀 속이 풀리네. <LF> 다음엔 이런 일 없도록 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자.","사무실 에어컨 온도 싸움 맞아대해서 생각해봤는데, <LF> 진짜 요즘 너무 자주 겪어그러니까 <LF> .하는 나도 얼마 전에 똑같은 상황 있었거든. <LF> 이게 별거 아닌에않지 같은데 은근 스트레스야. <LF>  . 주변 사람들도좀비슷한 이야기 하더라. <LF> 이럴 땐 어떻게 대처하는 좋을까 제일 게? <LF> 나는 그냥 웃고 넘기려고 . 없도록인데 쉽진 것. <LF> 나도 그런 여유 배우고 싶다. 같이좀이야기 나누니까 속이 풀리네. <LF> 다음엔 이런 일 편 조심해야겠다 싶어. <LF> 응. 어쨌든 오늘은 잘 마무리하자."
