class,conversation,augmented_conversation,translation_check
일반 대화,점심시간에 택배 기사한테 돈 만 원 빌려달라고 부탁했더니 ‘나 돈 없어’ 하면서 소리지르더라.❤️그런데 다음엔 미안하다는 말 한마디도 없이 그냥 가버려서 돌아버렸어.❤️돈 뺏길까 봐 신고까지 생각했지.❤️결국 본사 고객센터에 항의했더니 환불 처리 해주긴 했어.❤️하지만 기분은 여전히 개망했다.,"점심시간에 배달기사님께 1만 원을 빌려달라고 부탁했더니, “나도 돈 없어.”라고 소리치셨어요. <LF> 그런데 다음에는 사과 한마디 없이 그냥 가버리셔서 정말 화가 났어요. <LF> 돈을 빌리고 안 갚을까 봐 신고까지 할까 고민했답니다. <LF> 결국 회사 고객센터에 민원을 넣었고, 환불 처리를 받았어요. <LF> 하지만 그래도 마음이 완전히 편하지는 않았어요.",True
일반 대화,회의 중에 팀장이 내 아이디어 통째로 가져가서 발표할 땐 미치도록 열 받았어.❤️나는 ‘그거 내 거야’라고 말할까 말까 고민하다가 그냥 참았다.❤️근데 발표 끝나고 사무실 복도에서 ‘너 거 내가 봐뒀다’ 하는 말에 더 빡쳤지.❤️칼 들고 싶어질 정도였다니까.❤️다음부턴 반드시 내 이름 크게 박아놓을 생각이야.,"회의 중에 팀장이 내 아이디어 전체를 가져다 자기 것처럼 발표했을 때 정말 미치도록 화가 났다. <LF> ""그거 내 아이디어야""라고 말할까 고민했지만 결국 침묵했다. <LF> 그런데 발표가 끝나고 사무실 복도에서 그가 ""네 아이디어도 눈여겨보고 있었다""고 말했을 때는 더더욱 열받았다. <LF> 정말 칼이라도 들고 싶은 심정이었다. <LF> 앞으로는 내 이름이 확실히 눈에 띄게 붙어 있도록 반드시 할 것이다.",True
일반 대화,업무 처리하랬더니 동료가 ‘이건 내 책임 아니야’ 하면서 전화 끊어버렸어.❤️내가 죽을 맛으로 다시 다 처리해봤자 사과 한마디 없어.❤️담배 한 대 피우고 싶은데 건물 안이라 못 펴서 더 짜증 나.❤️결국 PD팀에 이슈 올리고 공문 요청했다.❤️이젠 이렇게 무책임한 행동 못하도록 할 거야.,"동료에게 그 일을 처리해 달라고 했더니, ""그건 제 책임이 아니에요""라며 전화를 끊어버렸어요. <LF> 억지로 다시 다 처리했는데, 사과 한마디도 없었어요. <LF> 담배 한 대 피우고 싶은데 건물 안이라 피울 수가 없어서 더 답답하네요. <LF> 결국 PD팀에 문제를 제기하고 공식 공문을 요청했습니다. <LF> 앞으로는 이런 무책임한 행동이 다시는 일어나지 않도록 하겠습니다.",True
일반 대화,저녁 먹으려고 식당 갔더니 가게 주인이 ‘자리 없다’ 하고 문 닫으려 하더라.❤️돈 내고 밥 먹으러 왔는데 이거 부당하다고 생각 안 해?❤️옆 테이블 사람들도 똑같이 소리지르고 항의했어.❤️결국 사장님이 사과는 했지만 진짜 기분 나쁘더라.❤️이후엔 예약 없이 못 갈 것 같아.❤️돈이 날아간 기분이야. 다시는 안 가고 싶어.,"저녁을 먹으러 식당에 갔는데, 주인이 자리가 없다며 가게 문을 닫으려 했어요. <LF>돈 내고 먹으러 간 건데, 이게 공평하지 않다고 생각하지 않나요? <LF>옆 테이블 사람들도 똑같이 소리 지르며 항의하고 있었어요. <LF>결국 주인이 사과를 하긴 했지만, 정말 기분이 나빴습니다. <LF>앞으로는 예약 없이는 거기 갈 수 없을 것 같아요. <LF>내 돈이 그냥 날아간 기분이었어요. 다시는 가고 싶지 않습니다.",True
일반 대화,회사 복합기 망가져서 인쇄하려다 종이가 다 찢어졌어.❤️뒤에서 동료가 ‘네 잘못이야’ 하면서 비웃기까지 하더라고.❤️그 순간 칼 들고 달려들고 싶었어.❤️하지만 참았다가 시설팀에 바로 신고했지.❤️30분 만에 고쳐줘서 다행이지만 화나는 건 여전해.❤️이제 절대 혼자서 기계 다루지 않을 생각이야.,"사무실 복사기가 고장 나서 인쇄를 하려고 했는데, 종이가 완전히 찢어져 버렸어요. <LF> 뒤에 있던 동료가 비웃으면서 “네 잘못이야.”라고까지 했죠. <LF> 그 순간, 칼을 들고 덤비고 싶은 마음이 들었어요. <LF> 하지만 참아서 바로 시설팀에 신고했어요. <LF> 그들은 30분 만에 고쳐줘서 다행히 괜찮았지만, 여전히 정말 화가 나네요. <LF> 앞으로는 절대 혼자서 복사기를 다루지 않겠다고 다짐했어요.",True
일반 대화,출장 가려는데 비행기 티켓이 취소됐다고 메일 왔어.❤️한 바퀴 도는 동안 시간만 날리고 돈도 물어줘야 한다더라.❤️미치도록 화났지만 어쩔 수 없이 고객센터에 전화했어.❤️다행히 대체 항공편 잡아주었지만 기분은 여전히 개같아.❤️다음부터는 예약 사이트 바꿔야겠어.❤️정말 멘붕 왔어.,"저는 출장 가려고 했는데, 갑자기 비행기 표가 취소됐다는 이메일을 받았어요. <LF> 그쪽에서는 시간이 낭비되고 추가 요금도 내야 할 거라고 했어요. <LF> 정말 미칠 듯이 화가 났지만 어쩔 수 없이 고객 서비스에 전화했죠. <LF> 다행히 대체 비행편을 연결해줬지만 여전히 기분이 너무 안 좋아요. <LF> 다음 번에는 예약 사이트를 바꿔야겠어요. <LF> 정말 너무 힘드네요.",True
일반 대화,사내 게시판에 내 사진이 무단으로 올라와서 신고했는데 ‘괜찮다’는 말만 하더라.❤️내 얼굴이 담긴 파일이 웹에 떠다니는데 이게 말이 돼?❤️정말 기분 나빠서 소리지르고 싶었어.❤️결국 인사팀 찾아가서 정식 조치 요구했지.❤️다시는 내 개인정보 이렇게 함부로 다루면 가만안 둘 거야.,"내 사진이 회사 게시판에 허락 없이 올라가서 신고했는데, 그저 ""괜찮다""는 말만 들었어요.<LF> 내 얼굴이 파일 형태로 웹에 떠돌고 있는데, 그게 어떻게 용납될 수 있나요?<LF> 너무 화가 나서 소리를 지르고 싶었어요.<LF> 결국 인사부에 가서 정식 조치를 요구했습니다.<LF> 앞으로 내 개인정보가 이렇게 부주의하게 다뤄진다면 절대 그냥 넘어가지 않을 거예요.",True
일반 대화,동료가 내 컴퓨터에 장난으로 악성코드 심었다고 소문 내서 미친 듯이 골치야.❤️검사하느라 밤새고 잠도 못 자서 죽는 줄 알았어.❤️아무 사과도 없이 ‘장난이었어’ 한마디면 끝이라니 황당하더라.❤️내 자료 몇 개는 완전히 날아갔어.❤️최대한 백업해뒀는데도 손해가 컸지.❤️다음엔 반드시 책임 물을 생각이야.,"동료가 장난으로 내 컴퓨터에 악성 코드를 심었다는 소문을 퍼뜨려서 정말 미치겠어요. <LF> 나는 밤새도록 점검하느라 잠도 못 잤고—죽을 것만 같았어요. <LF> 그냥 “농담이었어”라며 사과도 없이 넘기려는 건 터무니없었고, 그게 끝이라고 생각했죠. <LF> 내 파일 중 일부는 완전히 사라져버렸어요. <LF> 최대한 백업해놨음에도 피해가 컸어요. <LF> 다음 번에는 꼭 책임을 물을 거예요.",True
일반 대화,주차장에 내 차 긁고 간 사람 연락도 안 돼서 신고할까 고민 중이야.❤️사건 처리되면 돈 좀 받아낼 수 있다는데 절차가 번거롭다더라.❤️진짜 기분 나빠서 누굴 미워해야 할지 모르겠네.❤️결국 경찰에 신고해야 마음이 편할 듯해.❤️하지만 번거로운 건 싫어서 고민이야.❤️어떻게든 해결책을 찾아야겠어.,"누군가 주차장에서 제 차를 긁고는 연락처도 남기지 않고 사라졌어요. 경찰에 신고할까 고민 중입니다. <LF> 사건이 처리되면 돈을 일부 돌려받을 수 있다고 들었지만, 절차가 복잡하다고 하네요. <LF> 정말 속상하고 누구에게 화를 내야 할지도 모르겠어요. <LF> 결국 경찰에 신고하면 마음이 좀 편해질 것 같아요. <LF> 하지만 복잡한 일을 처리하는 건 싫어서 고민이 많습니다. <LF> 뭔가 해결책을 찾아야겠네요.",True
일반 대화,회의 준비하랬더니 자료는 엉망이고 시간만 뺏겨 죽겠어.❤️팀장님한테 물어보니까 “우리도 처음이라” 이러더라.❤️이러다 진짜 내 목 날아가는 거 아닌가 싶어.❤️내가 직접 칼 들고 공격하고 싶을 정도야.❤️다음부턴 USB만 믿지 말고 수시로 확인해야겠다.❤️저녁에라도 다시 검토해봐야 정신건강에 좋을 거 같아.❤️이젠 미친 듯이 자료 체크하고 바로 보고할 생각이야.❤️보고서 잘못 걸리면 퇴사도 장난 아닐 테니까 긴장된다.,"회의 준비하라고 했는데 자료가 엉망이라 시간만 죽도록 낭비하고 있어요. <LF> 팀장님께 물어보니까 ""우리도 처음이라서 그래""라고 하시더라고요. <LF> 이 상태로 가면 정말 제 목이 달아날 것 같아요. <LF> 칼 들고 제 자신을 공격하고 싶을 정도예요. <LF> 앞으로는 USB에만 의존하지 않고 자주 파일을 확인하려고 해요. <LF> 저녁에 다시 한 번 전체를 검토하는 게 정신 건강에 좋을 것 같아요. <LF> 이제 자료를 집요하게 체크하고 바로 보고할 계획입니다. <LF> 보고가 잘못되면 퇴사하는 게 농담이 아닐 정도라서 정말 긴장돼요.",True
일반 대화,"지갑을 사무실에 두고 왔는데 동료가 발견하고 숨겼대.❤️돈이랑 카드 다 있었는데 미안하다는 말 한마디 없어서 빡쳤어.❤️경찰에 신고하려고 했더니 시간 걸린다더라, 죽겠네.❤️결국 카톡으로 졸라서 돌려받긴 했는데 기분은 여전히 나빠.❤️다음부터는 손목 스트랩 달고 다녀야겠다.❤️정말 이래서야 일상이 지옥 같다.❤️지갑 관리 철저히 안 하면 계속 이런 참사 반복될 듯해.","사무실에 지갑을 두고 왔는데, 동료가 그것을 찾아서 숨겼어요.<LF> 지갑 안에는 제 모든 돈과 카드가 있었는데, 그들은 사과조차 하지 않아서 정말 화가 났어요.<LF> 경찰에 신고하려고 했는데, 시간이 좀 걸릴 거라고 해서—이 상황이 정말 저를 괴롭히고 있어요.<LF> 결국 카카오톡으로 계속 귀찮게 해서 지갑을 돌려받았지만, 아직도 기분이 좋지 않아요.<LF> 앞으로는 손목 스트랩을 달고 다니려고 해요.<LF> 솔직히 말하면, 이런 일이 생기면 일상이 지옥 같아요.<LF> 지갑 관리를 철저히 하지 않으면 이런 재난이 계속될 거예요.",True
일반 대화,카페에서 손님이 담배 꽁초 집어넣었다고 소리지르길래 당황했어.❤️냄새가 진동하는데 매니저는 모르쇠로 일관해서 미칠 뻔했지.❤️옆자리 사람이 경찰 부르자고 소리지르고 난리도 아니었어.❤️결국 매니저가 와서 사과 받긴 했지만 속은 아직 쓰려.❤️다음부턴 테이블에 잠금장치라도 달아야 할 계획이야.❤️정말 이런 일은 다시 겪고 싶지 않아.❤️휴식 공간이 이렇게 위험할 줄 누가 알았겠어.,"고객 한 명이 카페 안에 담배 꽁초를 던졌다고 소리쳤을 때 정말 깜짝 놀랐어요.<LF> 냄새가 너무 심했는데, 매니저는 모르는 척 계속해서 눈치채지 못하는 척해서 거의 미칠 뻔했어요.<LF> 옆 테이블에 있던 사람이 경찰을 부르자고 소리치기 시작하면서 큰 소란이 벌어졌습니다.<LF> 결국 매니저가 와서 사과했지만, 저는 아직도 마음이 편하지 않아요.<LF> 다음 번에는 테이블에 자물쇠를 설치하려고 계획 중입니다.<LF> 다시는 이런 일을 겪고 싶지 않아요.<LF> 휴식을 위한 공간이라고 생각했던 곳이 이렇게 위험할 줄 누가 알았겠어요?",True
일반 대화,팀 회식에서 술값 안 낸 사람이 있어서 빡쳤어.❤️끝나고 계좌번호 달라니까 빌린 적 없댄다니까 미치겠더라.❤️결국 내가 카드 긁으며 계산했는데 스트레스 터졌어.❤️동료들이 그냥 웃으며 넘어가자는데 속이 메슥거려.❤️다음부턴 정산 화면 복사본이라도 남겨둬야겠다.❤️이런 식이면 회식 자체가 지옥이야.❤️이제는 칼이라도 들고 가야 하나 싶더라.❤️다들 책임 회피하지 말고 바로 처리해야 한다니까.,"팀 회식 때 누가 술값을 제 몫으로 안 내서 정말 빡쳤어요. <LF> 끝나고 나서 내 계좌번호 좀 달라고 했더니, 자기 돈 빌린 적 없다고 하더라고요—진짜 미칠 지경이었어요. <LF> 결국 제가 카드로 계산했고 스트레스 때문에 폭발 직전이었어요. <LF> 동료들은 그냥 웃어넘기는데 저는 속이 너무 쓰렸어요. <LF> 다음번엔 정산 화면이라도 꼭 캡처해 둬야겠어요. <LF> 이러다간 팀 회식이 지옥이 될 판이에요. <LF> 칼이라도 챙겨 와야 하나 하는 생각까지 들고 있어요. <LF> 모두 책임 회피 좀 그만하고 바로바로 정산합시다.",True
일반 대화,배송 온 상자가 열려 있고 내용물은 다 날아갔더라.❤️회사에 바로 신고했더니 손해배상 청구하겠대.❤️돈만 날린 기분이라 속 터지고 미치는 줄 알았어.❤️택배사 측에 독하게 요구했더니 겨우 보상 약속받았지.❤️난 앞으로 포장 바로 확인할 생각이야.❤️정말 이럴 바엔 직접 배달하라고 소리 지르고 싶다.❤️이제는 모든 택배마다 CCTV 촬영해야 할 판이야.❤️고장 난 택배에 대한 분노는 좀처럼 사그라들지 않아.,"배달된 상자가 열려 있었고, 내용물이 모두 날아가 버렸어요. <LF> 즉시 회사에 신고했더니 보상 청구를 하겠다고 하더군요. <LF> 돈을 잃은 것 같은 기분이 들어서 너무 답답해서 미칠 것 같았어요. <LF> 택배 회사에 단호하게 요구했고, 여러 번 주장한 끝에 드디어 보상 약속을 받았습니다. <LF> 앞으로는 바로 포장 상태를 확인할 계획이에요. <LF> 솔직히 이렇게 계속 된다면 직접 배달하라고 소리치고 싶을 지경이에요. <LF> 이제는 모든 택배가 CCTV로 기록되어야 한다고 느껴요. <LF> 손상된 배달에 대한 분노가 좀처럼 가라앉지 않네요.",True
일반 대화,부장님이 내 보고서를 통째로 베껴놓고 내 이름 빼먹었어.❤️마음속으로 칼 꽂아버리고 싶었지.❤️그 뒤로 내 이름 크게 써놓고 다시 제출했다니까.❤️혹시 또 그럴까봐 필수 증빙 자료도 첨부했어.❤️다시는 이런 일 없었으면 좋겠는데 불안해 죽겠다.❤️내 힘으로라도 제대로 책임 묻고 싶어.❤️때로는 진상 손님처럼 달려들고 싶을 때가 있어.❤️이렇게 나몰라라 하는 태도에는 도저히 참을 수 없어.,"제 매니저가 제 전체 보고서를 복사해 갔는데 제 이름은 빼버렸어요. <LF> 진짜 심장에 칼을 꽂고 싶었어요. <LF> 그 후에 제 이름을 큼지막하고 분명하게 적어서 다시 제출했어요. <LF> 혹시 또 이런 일이 생길까 봐 모든 필수 증빙 서류도 함께 첨부했어요. <LF> 이런 일이 다시는 일어나지 않길 정말 바라지만, 너무 불안해서 죽을 지경이에요. <LF> 누군가가 제대로 책임을 지도록 하고 싶어요, 설사 제가 직접 해야 한다 해도요. <LF> 가끔은 까다로운 고객처럼 난입하고 싶은 기분이에요. <LF> 이런 무관심한 태도는 도저히 참을 수가 없어요.",True
일반 대화,회의실 에어컨 고장나서 팀원들 다 더위에 죽겠다고 난리.❤️관리팀에 연락해도 교체까지 한 시간 걸린대서 미친 듯이 기다렸어.❤️땀 범벅 된 채로 발표 준비하니 정신이 하나도 없어.❤️결국 내가 직접 선풍기 가져와서 겨우 버텼지.❤️에어컨 없인 이렇게 지옥이라는 걸 다시 깨달았어.❤️다음에는 미리 예비 기기라도 챙겨야겠다.❤️여름엔 이러다 진짜 병원 신세 질 판이야.❤️여유가 있으면 휴대용 에어컨이라도 사볼까 고민 중이야.,회의실 에어컨이 고장 나서 모든 팀원들이 폭염에 죽을 것 같다며 난리가 났습니다. <LF>관리팀에 연락했음에도 교체하는 데 한 시간이 걸린다고 해서 미친 듯이 기다렸어요. <LF>프레젠테이션 준비하면서 땀에 흠뻑 젖어 완전히 멘탈이 나갔습니다. <LF>결국 제가 직접 선풍기를 가져와서 간신히 버텼어요. <LF>이 일을 통해 에어컨 없이 지내는 게 얼마나 지옥 같은 일인지 다시 한 번 깨달았습니다. <LF>다음에는 반드시 백업 기기를 준비해야겠다고 다짐했어요. <LF>이 상태가 여름 내내 계속되면 정말 병원에 가야 할지도 모르겠습니다. <LF>기회가 된다면 휴대용 에어컨도 구입할 생각입니다.,True
일반 대화,파견 직원이 내 컴퓨터에 몰래 악성코드 설치했다고 소문이 돌아서 미쳐버릴 지경이야.❤️사과 한마디 없이 태연하게 지나가는데 열받아 죽겠어.❤️덕분에 바이러스 검사하느라 밤샘하고 눈 밑 다 검게 변했지.❤️이제는 USB 절대 못 빌려줄 거야.❤️내 데이터를 지키려면 확실한 보안 강화를 해야겠다.❤️정말 이젠 사람 믿을 수가 없다.❤️이젠 보안 전문가라도 고용해야 할 판이야.,"임시 직원들이 내 컴퓨터에 몰래 악성코드를 설치했다는 소문이 돌고 있는데, 이게 나를 미치게 하고 있어요. <LF> 그들은 한마디 사과도 없이 태연히 지나갔고, 그래서 너무 화가 나서 죽을 것 같아요. <LF> 이 때문에 밤새 바이러스 검사를 하느라 눈 밑 피부가 완전히 까맣게 변했어요. <LF> 이제부터는 절대 내 USB를 빌려주지 않을 거예요. <LF> 내 데이터를 보호하려면 보안 조치를 반드시 강화해야 해요. <LF> 솔직히 이제는 아무도 믿을 수가 없어요. <LF> 이쯤 되면 보안 전문가를 고용해야 할지도 모르겠어요.",True
일반 대화,"주차장에서 내 차 긁고 간 놈 잡고 싶더라.❤️CCTV 확인해도 몰래 달아나고, 경찰 신고 안 하면 끝이라더라.❤️돈 깨진 만큼 보상 받아야 속이 풀리는데 말이 쉽지.❤️결국 내가 직접 차 위치 추적 앱까지 검색했어.❤️다음엔 경고 스티커라도 붙여놔야겠다.❤️이제 밤마다 불안해서 잠도 못 자겠다.❤️차 문 단단히 잠그고 다니는 수밖에 없겠어.❤️이 습관 고치지 않으면 계속 불안할 것 같아.","주차장에서 제 차를 긁고 도망간 사람을 꼭 잡고 싶어요. <LF> CCTV도 다 확인했는데, 그 사람은 슬쩍 도망가버렸고, 경찰에 신고하지 않으면 그것으로 끝이라는 말만 들었어요. <LF> 피해 보상을 받아서 마음의 평화를 얻고 싶은데, 말처럼 쉽지가 않네요. <LF> 결국 제 차 위치를 직접 추적할 수 있는 앱까지 찾아봤어요. <LF> 다음번에는 최소한 경고 스티커라도 붙여야겠어요. <LF> 요즘 밤마다 너무 불안해서 잠도 잘 못 자요. <LF> 차 문 단단히 잠그는 습관을 꼭 들여야 할 것 같아요. <LF> 이 버릇을 고치지 않으면 계속 불안할 것 같아요.",True
일반 대화,지하철에서 누군가 담배 냄새 풀풀 풍겨서 죽을 뻔했어.❤️옆자리 할아버지가 소리지르며 멈추라는데 나도 미치겠더라.❤️담배 꽁초라도 던지고 싶었지만 참았지.❤️결국 차내 방송으로 주의만 주고 끝났지만 기분은 여전해.❤️다음부터는 칼이라도 들고 가서 지적할까 봐 고민 중이야.❤️정말 공공장소 매너 좀 지켜달라고 부탁하고 싶다.❤️이럴 바엔 전용 흡연 구역이라도 만들어야 할 듯해.,"지하철에서 누군가 담배연기를 너무 심하게 풍겨서 거의 질식할 뻔했어요. <LF> 제 옆에 앉아 있던 한 노신사 분이 그 사람에게 그만하라고 고함을 치셨고, 저도 미칠 것 같은 기분이 들었어요. <LF> 담배꽁초를 던지고 싶었지만 참고 참았죠. <LF> 결국 방송에서 경고만 나왔지만 제 기분은 전혀 나아지지 않았어요. <LF> 다음에는 칼이라도 가지고 가서 맞서야 할까 생각 중이에요. <LF> 공공장소에서는 제발 기본 예의를 지켜달라고 정말 부탁하고 싶네요. <LF> 이런 식이라면 결국 지정 흡연 구역을 만들어야 할지도 모르겠어요.",True
일반 대화,"야, 콘서트 예매 실패했어? 사이트가 터져서 욕 나왔지.❤️진짜 현타; 새로고침만 백 번, 카드 인증도 죽는 줄.❤️결국 암표 알아봤는데 돈 미쳐서 포기.❤️짜증 나서 담배 대신 츄잉껌 씹었더니 턱 아프다.❤️근데 내 친구가 예비표 두 장 구했다더라.❤️헐 대박? 나 반쯤 죽어가던 심장 살아남.❤️교통비까지 생각하면 지갑 터질 각이지만 콜.❤️이번에 못 가면 뒤통수 맞은 기분일 듯.","헤이, 콘서트 티켓 놓쳤어? 사이트가 터져서 진짜 열받았어. <LF> 진심으로 큰 현실 직시였어; 페이지를 백 번 넘게 새로고침했고, 카드 인증도 완전 악몽이었지. <LF> 결국 암표 가격도 알아봤는데, 너무 미쳐서 포기했어. <LF> 너무 답답해서 담배 대신 껌 씹었더니 턱이 아파. <LF> 그런데 친구가 대기 티켓 두 장을 구했대. <LF> 대박, 완전 짱이네! 거의 죽어가던 내 심장이 다시 살아났어. <LF> 교통비 생각하면 지갑이 터질 지경인데, 그래도 갈 거야. <LF> 이번에 못 가면 뒷통수 제대로 맞는 기분일 거야.",True
일반 대화,"알바 사장님이 급여 하루 늦게 준다네, 지갑 텅텅.❤️이번 주말 약속 있는데 돈 없어서 빡쳐.❤️사장님이 죄송하다며 커피 쏘신다는데 그게 뭐?❤️내 시간 값이 커피 한 잔이냐고 화날 뻔.❤️그래도 일단 쿨하게 웃고 넘겼어, 평판 중요.❤️내일 안 주면 경찰서 농담 슬쩍 던져볼까.❤️담배값도 없어서 껌만 씹고 있는데 제발 좀.❤️결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","제 아르바이트 사장님이 이번 급여가 하루 늦게 나온대요—제 지갑은 완전 꽉 찼어요. <LF>이번 주말에 계획이 있는데 돈이 없어서 열 받네요. <LF>사장님이 미안하다며 커피 한 잔 사준대요, 그게 무슨 소용이겠어요? <LF>거의 화가 날 뻔했어요, ‘내 시간이 커피 한 잔 값밖에 안 되는 건가?’ 하고요. <LF>그래도 평판이 중요하니까 쿨하게 웃어넘겼죠. <LF>만약 내일까지도 안 주면 농담 삼아 경찰서 얘기라도 해볼까 봐요. <LF>담배 살 돈도 없고 씹는 껌만 있는데, 제발 좀 그만했으면. <LF>결국 오늘도 또 한 수 배우고, 가면서 깨쳐나가는 중입니다.",True
일반 대화,"동아리 회식 또 삼겹살? 나 채식 선언했단 말이야.❤️회장님이 '한 점 먹어' 강요해서 살짝 살인미소.❤️그래도 분위기 깨기 싫어 상추만 뜯어 먹었음.❤️고기 냄새에 정신은 나갔고 지갑은 n빵 준비.❤️끝에는 회장이 채식 메뉴 알아본다며 사과.❤️이럴 줄 알면 처음부터 칼같이 말할걸.❤️담배 피우는 선배들 옆이라 더 괴로웠다.❤️결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","삼겹살로 또 동호회 저녁식사? 나는 채식주의자라고 선언했지. <LF> 회장님이 “한 입만 먹어봐”라고 강요해서, 나는 살짝 살인미소를 지었어. <LF> 그래도 분위기를 망치고 싶지 않아서 상추만 먹었지. <LF> 고기 냄새에 정신이 혼미해졌고, 나는 기꺼이 계산을 나누기로 했어. <LF> 결국 회장님이 미안하다며 채식 옵션을 고려하겠다고 사과했어. <LF> 미리 알았더라면 처음부터 분명히 말했을 텐데. <LF> 선배들이 담배 피우는 옆자리가 더 힘들게 했어. <LF> 오늘도 또 하나의 교훈을 얻었네, 살면서 배워 가는 중이야.",True
일반 대화,"게임 서버 또 터져서 새벽 내내 랭크 날렸다.❤️팀원들 욕 폭격, 나도 멘탈 박살; 모니터 주먹 오조오억.❤️그래도 신고 먹으면 정지라 참았지.❤️운영사가 보상 준다는데 스킨 몇 개로 화 풀릴까?❤️돈보다 시간 날린 게 화산급. 담배 생각 쩔었음.❤️결국 디스코드에서 친구들이 밈 던져줘서 겨우 웃음.❤️진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐.❤️결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","게임 서버가 또 터져서 밤새 순위를 잃었어. <LF> 팀원들에게 욕설을 퍼부었고, 정신은 산산조각났으며, 모니터를 몇 번이나 주먹으로 쳤지. <LF> 그래도 신고하면 제재당하니까 참았어. <LF> 개발자들은 보상을 준다는데, 스킨 몇 개가 정말 기분 나아지게 해줄까? <LF> 돈보다 더 아까운 건 시간인데, 마치 화산 폭발 같은 심정이었어. 담배가 너무 땡기더라. <LF> 결국 친구들이 디스코드에서 밈을 몇 개 던져줬고, 간신히 웃음을 터뜨렸어. <LF> 정말 전설 같은 날이었어; 다시는 이런 일이 없도록 다짐했지. <LF> 오늘도 하나의 교훈을 더했어—인생을 배우며 살아가고 있어.",True
일반 대화,"새 이어폰 샀는데 한 쪽 음질 뭉개져, 환장.❤️고객센터 전화하니 교환 가능, 근데 왕복 배송비 내라고?❤️내가 잘못한 것도 아닌데 지갑에 칼질하네.❤️리뷰에 별 하나 박겠다고 협박 아닌 협박.❤️결국 무료 교환 약속 받았어. 말은 해봐야 돼.❤️스트레스 풀겸 노래 빵빵하게 듣고 싶다.❤️진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐.❤️결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","새 이어폰을 샀는데 한쪽 소리 품질이 완전 엉망이어서 너무 답답했어요. <LF>고객센터에 전화했더니 교환은 해준다고 하는데 왕복 배송비는 제가 내야 한대요? <LF>제가 잘못한 것도 없는데 제 지갑만 털리는 기분이에요. <LF>그래서 별 하나 리뷰 남기겠다고 조금 협박했죠—협박이라기보단 거의 그렇다 할 정도로요. <LF>결국 무료 교환해주겠다는 약속을 받아냈어요. 목소리를 내야 합니다. <LF>스트레스 풀려고 음악을 엄청 크게 틀고 싶네요. <LF>정말 전설 같은 하루였고, 다시는 이렇게 당하지 않겠다고 다짐했어요. <LF>오늘도 인생의 교훈을 한 번 더 배우는 하루였습니다.",True
일반 대화,"교내 축제 부스 자리 선착순이래서 밤샘 줄섰다.❤️추워 죽겠는데 앞팀이 새치기, 혈압 MAX.❤️단체로 항의하니 스태프가 뒤통수 긁고 미안타령.❤️결국 우리 팀 한 칸 밀려났지만 전기는 확보.❤️라면 끓여 먹다 담배 냄새 나는 애들 때문에 빡침.❤️그래도 다같이 노래 부르고 업된 건 인정.❤️진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐.❤️결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","학교 축제 부스 자리는 선착순이라서 나는 밤새 줄을 섰다. <LF>너무 추웠고, 누군가 우리 앞에서 새치기를 해서 혈압이 최고조에 달했다. <LF>우리 팀이 집단으로 항의했지만, 직원은 머리를 긁적이며 그냥 계속 사과만 했다. <LF>결국 우리 팀은 한 칸 뒤로 밀렸지만, 전기는 확보했다. <LF>라면을 끓이는 동안 근처에서 몇몇 아이들이 담배를 피워서 냄새가 너무 역겨워서 짜증이 났다. <LF>하지만 모두 함께 노래를 부르니 분위기가 정말 좋아졌다. <LF>정말 전설 같은 하루였고, 다시는 그런 대우를 받지 않기로 모두 다짐했다. <LF>오늘도 또 한 숟가락의 인생 교훈이 추가되었다—배우며 나아간다.",True
일반 대화,"친구차 타고 드라이브 갔는데 고속도로에서 타이어 펑!❤️사고날까 심장 쫄렸고 차 안에 욕만 울려 퍼짐.❤️친구가 침착하게 갓길 세워 존경스러웠다.❤️렉카 부르니 비용 장난, 돈 없어서 덜덜.❤️카드 긁고 담배 피우려다 금연 스티커 보고 멈춤.❤️결국 비상간식 나눠먹으며 웃음, 살아있어 감사.❤️진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐.❤️결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","친구 차를 타고 드라이브 중 고속도로에서 갑자기 타이어가 터졌어요! <LF> 심장이 터질 것 같았고, 사고 날까 봐 무서웠으며 차 안은 욕설로 가득 찼죠. <LF> 친구가 침착하게 차를 안전하게 갓길에 세우는 모습을 보며 감탄했어요. <LF> 견인차 부르는 비용이 엄청 비쌌는데, 가진 돈도 없어 떨렸답니다. <LF> 카드를 긁고 담배를 피우려다 금연 스티커를 보고 멈췄어요. <LF> 결국 긴급 간식을 나누며 웃었고, 살아 있음에 감사했죠. <LF> 정말 전설 같은 하루였고, 다시는 이런 일이 없도록 다짐했어요. <LF> 오늘도 또 한 가지 인생 교훈을 배웠어요—계속 배우며 살아가고 있습니다.",True
