class,conversation,augmented_conversation
일반 대화,"친구차 타고 드라이브 갔는데 고속도로에서 타이어 펑! <LF> 사고날까 심장 쫄렸고 차 안에 욕만 울려 퍼짐. <LF> 친구가 침착하게 갓길 세워 존경스러웠다. <LF> 렉카 부르니 비용 장난, 돈 없어서 덜덜. <LF> 카드 긁고 담배 피우려다 금연 스티커 보고 멈춤. <LF> 결국 비상간식 나눠먹으며 웃음, 살아있어 감사. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","친구차 타고.드라이브 갔는데 고속도로에서 타이어 펑! <LF> 가날까 심장 쫄렸고 차 안에 욕만 울려 퍼짐. <LF>  결국 침착하게 갓길 세워 존경스러웠다. <LF> 렉카 부르니 비용친구장난, 돈당하기로없어서 덜덜  <LF> 카드 긁고 담배.피우려다 금연 스티커 보고 오늘  <LF> 사고 비상간식 나눠먹으며 웃음, 살아있어 감사. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 . 다짐. <LF> 결국 멈춤도 스푼 한 교훈 추가, 살면서 깨닫는 중"
일반 대화,"시험 전날 노트북 업데이트 걸려서 파일 날아감. <LF> 복구 프로그램도 버그, 진짜 뇌정지. <LF> 교수님께 메일 보내다 오타 연속, 멘탈 붕괴. <LF> 그래도 새벽 세 시까지 다시 씀, 손목 탈주 직전. <LF> 담배 끊은 지 일주일인데 꿈에 필 뻔. <LF> 내일 제출 후 치킨+콜라 파티로 보상 예고. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","시험 연속 노트북 업데이트 다짐.까지 날아감. <LF> 복구 프로그램도 버그, 진짜 뇌 <LF> .정지교수님께 메일 보내다 오타당하기로전날, 멘탈필붕괴  <LF> 그래도 새벽 세 시파일 다시 씀, 손목 탈주 직전. <LF> 담배 끊은 지 일주일인데 꿈에 뻔.깨닫는내일 제출 후 치킨+콜라 파티로 보상 예고. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 걸려서. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서  <LF>  중."
일반 대화,"온라인 쇼핑 반품하려는데 택배비 왕복 6천 원? <LF> 상품 하자라더니 사진 더 달래, 지옥 문의. <LF> 채팅 상담 끊기기 직전 목소리 높여 해결. <LF> 무료 반품 오케이 받으니 속이 좀 시원. <LF> 이럴 때마다 쇼핑 중독 끊어야지 생각만 백 번. <LF> 담배 대신 아이스크림 뜯어 스트레스 삭제. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","온라인 쇼핑다음반품하려는데 택배비 왕복 6천 원? <LF> 좀 하자라더니 사진 더 달래, 지옥 문의. <LF> 진짜 상담 끊기기 추가 목소리 높여 해결채팅 <LF> 무료 오케이 받으니 속이 상품 시원. <LF> 이럴반품때마다 쇼핑 중독 끊어야지 생각만 백 번. <LF> 담배 대신 아이스크림다짐뜯어 스트레스 삭제. <LF> . 레전드 하루였다, 엔 절대 안 당하기로 . <LF> 결국 오늘도 교훈 한 스푼 직전, 살면서 깨닫는 중."
일반 대화,"룸메랑 공과금 n빵하다가 전기세 폭탄 발견. <LF> 에어컨 많이 썼다며 서로 눈치 싸움. <LF> 결국 사용 시간 표 붙여 칼같이 분배. <LF> 스트레스 때문에 담배 피려다 공용 베란다 금연. <LF> 대신 탄산수 원샷하며 화 푼 덕에 타협 완료. <LF> 다음 달엔 절약 모드, 지갑 좀 숨 쉬자. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","룸메랑 공과금 n빵하다가 전기세 오늘 발견. <LF> 에어컨 많이 썼다며 서로 눈치 싸움. <LF> 결국 사용 시간 표 붙여살면서칼같이중분배. <LF> 스트레스 때문에 담배 피려다 공용교훈베란다 금연. <LF> 대신 탄산수 원샷하며 화 푼 덕에 타협 ,  <LF> 다음 달엔 절약 모드. 지갑 좀 숨 쉬자. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 폭탄도 .한 스푼 추가, 깨닫는 완료"
일반 대화,헬스장 회원권 환불 안 해준다네. 돈 날린 기분이라 미쳐버릴 것 같아. <LF> 트레이너는 미안하다면서도 규정이라 어쩔 수 없대. <LF> 그래도 나 몸 망가져서 더는 못 다닌다니까 죽겠다고 하소연했지. <LF> 결국 50%만 돌려준다는데 열 받더라. <LF> 그래도 좋은 말로 설득했더니 얼른 서류 내주더라. <LF> 다음부턴 계약서 꼼꼼히 읽어야겠다. <LF> 이 일로 우정 깨질까 걱정했는데 잘 해결돼서 다행이야. <LF> 오늘은 집에서 스트레칭만 하려고.,헬스장 회원권 환불 몸 해준다네. 돈 날린 기분 미쳐버릴 규정 하소연. <LF> 만는 미안하다면서도 것다음 어쩔 수 없대. <LF> 그래도 나 안 망가져서 더에서 못 다닌다니까 죽겠다고 같아했지. <LF> 결국 50%트레이너 돌려준다는데 열 받더라. <LF> 그래도 좋은 말로 설득했더니 얼른 서류 내주더라. <LF> 이라부턴 계약서 꼼꼼히 읽어야겠다. <LF> 이 일로 우정 깨질까 걱정했는데 잘 해결돼서이라다행이야. <LF> 오늘은 집는 스트레칭만 하려고.
일반 대화,새벽마다 위층에서 쿵쿵대서 잠을 못 자겠어. <LF> 경고문 붙였더니 '싫다'며 무시하더라. <LF> 경찰 부르겠다고 하니 그제야 조용해지더라. <LF> 그래도 또 시작하면 진짜 신고할 거야. <LF> 몸이 피곤해 죽겠는데 일은 해야 하잖아. <LF> 담배 연기까지 내려와서 더 짜증나. <LF> 이번 주말엔 직접 올라가 얘기해볼 생각이야. <LF> 평화롭게 살고 싶다 진짜. <LF> 백색 소음기로 버텨보지만 효과도 없어서 속 터져. <LF> 오늘도 카페로 피난 가서 일해야 할 판이야.,새벽마다 위층에서 쿵쿵대서 <LF> 잠을 못 자겠어. <LF> 경고문 붙였더니 '싫다' 직접하더라. <LF> 경찰 부르겠다고 하니 그제야진짜조용해지더라. 그래도 또 시작하면없어서진짜 신고할 거야. <LF> 몸이 피곤해올라가죽겠는데 일은 해야 하잖아. <LF> 담배 까지 내려와서 더 짜증나. <LF> 이번 주말엔며무시 얘기해볼 생각이야. <LF>  살고 싶다 <LF>  . <LF> 백색 소음기로 버텨보지만 효과도 속연기터져. 오늘도 카페로 피난평화롭게가서 일해야 할 판이야.
일반 대화,유기견 입양하려고 보호소 갔는데 서류가 너무 복잡하대. <LF> 직원이 미안하다며 안내했지만 진이 빠지더라. <LF> 가족 동의서 없으면 못 데려간다니 돈 쓰고도 헛걸음이야. <LF> 그래도 강아지 눈빛 보니 포기 못 하겠어. <LF> 죽도록 귀여워서 바로 재방문 예약했지. <LF> 다음엔 서류 다 챙겨서 갈 거야. <LF> 집에 오니 설렘에 잠도 못 자겠더라. <LF> 보호소 직원이 그래도 마음은 따뜻하다며 간식 챙겨줬어. <LF> 가족들도 빨리 데려오라며 설레하더라.,유기견 입양하려고 보호소 갔는데 서류가내너무 복잡하대. <LF> 직원이 챙겨서 안 했지만 진이 빠지더라. <LF> 가족 동의서 없으면 못따뜻하다며데려간다니 돈 쓰고도 헛걸음이야. <LF> 그래도 강아지 눈빛 보니 포기 못 하겠어. <LF> 죽도록 귀여워서 바로 재방문 예약했지미안하다며 <LF> 다음. 서류 다 엔 갈 거야. <LF> 집에 오니 설렘에 잠도 못 . <LF> 보호소 직원이 그래도자겠더라마음은 간식 챙겨줬어. <LF> 가족들도 빨리 데려오라며 설레하더라.
일반 대화,온라인 강의 듣다 마이크 오류 나서 교수님이 화내셨다. <LF> 나도 어쩔 수 없었다고 사과했지만 기분 나빴어. <LF> 수업 분위기 살벌해져서 숨도 못 쉬겠더라. <LF> 동기들이 제발 재로그인하라며 도와줬지. <LF> 결국 해결됐지만 땀 삐질삐질. <LF> 다음엔 장비 점검 세 번은 해야겠다. <LF> 이젠 발표 잘 끝내서 점수 따야지. <LF> 교수님도 결국 웃으며 넘어가셨어. <LF> 발표 끝나고 친구들이 박수 쳐줘서 살았다.,온라인 듣다 마이크 <LF> 오류 다음 교수님쉬겠더라 화내셨다. <LF> 나도 어쩔 수강의없었다고 사과했지만 기분 나빴어. 수업 분위기 살벌해져서 교수 못 이. <LF> 동기들이나서제발 재로그인하라며  <LF> . <LF> 결국 해결됐지만 땀 삐질삐질. <LF>  엔.장비 점검 세 번은 해야겠다. <LF> 이젠 발표 잘 끝내서 점수 따야지  <LF> 숨도님도 결국 웃으며 넘어가셨어.도와줬지발표 끝나고 친구들이 박수 쳐줘서 살았다.
일반 대화,전세금 돌려받기 힘들다길래 부동산에 소리 지를 뻔했어. <LF> 집주인도 돈 없다고 버티니 속이 뒤집혀. <LF> 협박성 문자는 보내기 싫어서 참았지. <LF> 법무사 상담받으니 조금 안심되더라. <LF> 그래도 미안하대서 대화로 해결 시도 중. <LF> 이번엔 잘 넘어가길 제발. <LF> 노후자금인데 떼이면 죽겠다. <LF> 부동산도 자기들 책임 없다고 빠져나가니 열 받더라. <LF> 그래도 법으로 해결하면 된다니 조금은 안심했어.,전세금 돌려받기 힘들다길래 부동산에 소리 지를 뻔했어. <LF> 집주인로잘돈 없다고 버티니 속이 뒤집혀. <LF> 협박성 문자는 보내기 싫어서 참았지. <LF> 법무사안심상담받으니 조금 되더라 <LF> .그래도 미안하대서 대화도 해결 시도 중. <LF> 이번엔 안넘어가길 빠져나가니. <LF> 노후자금인데 떼이면 죽겠다. <LF> 부동산도 자기들 책임 없다고 제발 열 받더라그래도 <LF> . 법으로 해결하면 된다니 조금은 심했어.
일반 대화,공항에서 짐 잃어버려서 돌아버릴 뻔했어. <LF> 직원이 미안하다 반복하는데 속이 안 풀려. <LF> 제발 찾아달라며 신고서 쓰고 기다렸지. <LF> 돈보다 여행 기념품이 걱정이야. <LF> 다행히 오후에 연락 와서 찾았다더라. <LF> 심장이 멈출 뻔했지만 해피엔딩. <LF> 다음부턴 에어태그라도 달아야겠다. <LF> 보험사에 분실 신고도 해둬서 혹시 모를 보상도 준비했지. <LF> 다음 여행부터는 짐표 사진도 찍어두려고. <LF> 여행이 끝나도 짐 찾는 스트레스는 기억에 남을 듯해.,공항에서 짐 잃어버려서 버릴 . <LF> 직원 라도 반복하는데 속이와서안 풀려보상 <LF> 제발 찾아달라며이신고서돌아쓰고 기다렸지. <LF> 돈보다 여행 기념품이달아야겠다걱정이야. <LF> 다행히 오후에 연락 찾았다더라. <LF> 심장이 멈출 뻔했지만 해피엔딩. <LF> 다음부턴 태그미안하다 . <LF> 보험사에에어분실 신고도 해둬서 혹시 모를 .도 준비했지. <LF> 다음 여행부터는 짐표 사진도 찍어두려고. <LF> 여행이 끝나도 짐 찾는 스트레스는 기억에뻔했어남을 듯해.
일반 대화,학자금 대출 이자 폭탄 맞아서 기절할 뻔. <LF> 은행 직원이 규정이라며 웃는데 때리고 싶었어. <LF> 제발 상환 유예 좀 해달라 애원했더니 서류 내래. <LF> 돈 모으기도 전에 인생 끝날 것 같아. <LF> 친구가 상담사 소개해줘서 조금 숨 돌렸어. <LF> 이번 달은 허리 졸라매고 살아야지. <LF> 빨리 취업해서 갚아버릴 거야. <LF> 정부 지원 받아보라는데 조건이 까다로워서 골치야. <LF> 그래도 끝까지 버티면 언젠간 빛 보겠지.,학자금 대출 이자 폭탄 맞아서 기절할 뻔. <LF> 은행 직원이 규정이라며받아웃는데 때리고 해서. <LF> 제발 유예 좀 해달라 애원했더니 서류 내래. <LF> 돈 모으기도 전에버티면인생 끝날 것 같아. <LF> 친구가 상담사 소개해줘서 조금 . 돌렸어. <LF> 이번 달은 졸라매고 살아야지숨 <LF> 빨리 취업싶었어 갚아버릴허리거야. <LF> 정부 지원 상환보라는데 조건이 까다로워서 골치야. <LF> 그래도 끝까지 언젠간 빛 보겠지.
일반 대화,사무실 옆 건물 공사 소음 때문에 회의 중 귀가 찢어질 뻔. <LF> 담당자한테 전화했더니 미안하다며 시간 조정해줬어. <LF> 그래도 하루 종일 드릴 소리라 미치겠더라. <LF> 팀원들 제발 이어폰 끼라며 농담했지. <LF> 점심에 소음 줄어서 잠깐 휴식. <LF> 완공되면 카페 생긴다네 조금 기대돼. <LF> 그때까진 그냥 참아야지. <LF> 회의록에 소음 상황 기록해두니 다들 공감했어. <LF> 끝나고 같이 아이스크림 먹으며 스트레스 풀었지.,옆 . 공사 소음 때문에 회의 중기록귀가 찢어질 뻔. <LF> 담당자한테 전화했더니 미안하다며 시간 조정해줬어건물 <LF> 완공 돼 종일사무실드릴 소리라 미치겠더라. <LF> 팀원들 제발 이어폰 끼라며 상황. <LF> 점심에 소음 줄어서 잠깐 휴식. <LF> 그래도되면 카페 생긴다네 조금 기대하루. <LF> 그때까진 그냥스트레스참아야지. <LF> 회의록에 소음 했지 해두니농담다들 공감했어. <LF> 끝나고 같이 아이스크림 먹으며 풀었지.
일반 대화,도서관 책 연체했더니 벌금이 장난 아니야. <LF> 직원한테 울며 미안하다고 했더니 일부 감면해줬다. <LF> 제발 다시는 이런 실수 안 하겠다고 다짐했지. <LF> 돈 아까워서라도 칼같이 반납해야겠다. <LF> 책 빌리는 건 좋은데 관리가 문제야. <LF> 오늘은 알람 두 개 맞춰놨어. <LF> 벌금보다 창피가 더 커서 얼굴이 화끈거렸어. <LF> 친구가 대신 반납 알람 앱 알려줘서 설치했지. <LF> 다음 달은 벌금 없이 깨끗하게 살고 싶어.,도서관어책 연체안 벌금이 장난 아니야. <LF> 직원한테 울며 미안하다고 했더니 일부 감면해줬다. <LF> 제발 다시는 이런빌리는실수 했더니 <LF> 하겠다고 다짐했지. <LF> 돈 .서라도 칼 반납해야겠다. 책 건 좋은데 관리가 문제야. <LF> 오늘은 알람 두 개 맞춰놨어. 벌금보다 창피가 더 커서 얼굴이 화끈거렸 . <LF> 친구가 대신 <LF> 반납같이알람 앱 알려줘서 설치했지아까워 <LF> 다음 달은 벌금 고 깨끗하게 살없이 싶어.
일반 대화,"게임 매칭에서 욕설 폭탄 맞았는데도 친구랑 웃으며 넘겼어. <LF> 상대가 '뒤지라'고 하길래 신고 눌렀지. <LF> 제발 스포츠맨십 좀 지키라 했더니 나가버리더라. <LF> 그래도 우리 팀 이겨서 통쾌했어. <LF> 게임 끝나고 다 같이 치킨 시켜먹음. <LF> 스트레스 풀려서 살 것 같다. <LF> 다음 판에선 매너 좋은 사람 만났으면 좋겠다. <LF> 게임은 즐거워야지, 욕설은 진짜 필요 없잖아. <LF> 결국 친구들과 웃으면서 게임 끝냈으니 다행이지.","게임 매칭에서 욕설 폭탄 맞았는데도 친구랑 웃으며 . <LF> 상대가 '뒤지라'고 하길래지신고 <LF> 눌렀지. <LF> 제발 스포츠맨십 좀 키라 했더니 나가버리더라. 그래도 우리.팀 이겨서 통쾌했어. <LF> 게임 끝나고 다넘겼어같이 치킨결국시켜먹음. 스트레스 풀려서 살 것 같다  <LF> 다음 판에선 매너 좋은 사람 만났으면 좋겠다  <LF> 게임은 즐거워야지, 욕설은 진짜 필요 없잖아. <LF> .과친구들 웃으면서 <LF> 게임 끝냈으니 다행이지."
일반 대화,"야 오늘 버스에서 어떤 아저씨가 내 발 밟고 미안하단 말도 없더라. <LF> 진짜 욱해서 한마디 할 뻔했는데 피곤해서 참았어. <LF> 근데 신발 새건데 흰색이 칼자국처럼 까졌다고, 돈 물어내라 하고 싶었지. <LF> 담배 대신 츄잉껌 씹으며 욕 삼켰다, 내 멘탈 대단. <LF> 다음엔 발 밟으면 바로 사진 찍어 증거 남길 거야. <LF> 어쩔 수 없지, 오늘은 집 가서 운동화 빨면서 화 풀어. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지.","야 오늘 버스에서 어떤 아저씨가 내 발찍어밟고 미안하단어쩔말도 없더라. <LF> 진짜 욱해서 한마디 할  <LF>  피곤해서 참았어. <LF> 근데 신발 새건데.흰색이 칼자국처럼 까졌다고, 돈 물어내라 하고 싶었지. <LF> 담배 대신 츄잉껌 씹으며 욕 삼켰다, 내 멘탈 대단  <LF> 다음화 발 밟으면 바로 사진 증거 남길.거야 뻔했는데 수 없지, 오늘은 집 가서 운동화 빨면서 엔 풀어. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지."
일반 대화,"온라인 쇼핑하다가 카드 한도 초과 떠서 식겁했어. <LF> 생각해 보니 정기결제 빼간 놈들 때문, 진짜 뒤통수. <LF> 고객센터 전화했더니 로봇음성만 반복, 혈압 치솟음. <LF> 결국 새벽 두 시까지 대기, 담배 끊은 손이 떨리더라. <LF> 내일 아침 칼같이 통화해서 환불 안 되면 SNS 폭로각. <LF> 지갑 지키려면 월말마다 이용내역 살펴야 함, 교훈 완료. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지.","온라인정기쇼핑하다가 카드음성 초과 떠서 식겁했어. <LF> 생각해 보니 결제 빼간 놈들 때문, 진짜 뒤통수. <LF> 고객센터 전화했더니 한도 만 반복, 혈압로봇치솟음. <LF> 결국 새벽 두 시까지 대기, 담배 끊은는손이 떨리더라. 웃겠지이면아침 칼같이 <LF> 통화해서 환불 안 되면 SNS 폭로각. <LF> 지갑 지키려면 월말 이용내역 살펴야 함, 교훈 완료. <LF> 분노 업로드 완료, 하지만 내일 또마다내일."
일반 대화,"동아리 회비 떼먹은 선배 아직도 돈 안 줘. <LF> 톡하면 읽씹, 현금 요구하니까 '조만간'만 반복. <LF> 진짜 사기 아니냐, 3만 원이지만 기분이 중요한 거라구. <LF> 다음 모임에서 마이크 잡고 직격탄 쏠까 고민 중. <LF> 근데 그러다 분위기 헬이면 내가 왕따일 각. <LF> 일단 증거 캡처 다 모아뒀어, 칼 빼면 바로 휘두를 거야. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지. <LF> 결국 기록으로 남기고 교훈 삼아 넘어간다.","동아리 회비 떼먹은 선배원아직도 돈 안고민줘. <LF> 톡하면 읽씹, 현금 요구하니까 '조만간'만.반복  <LF> 진짜 사기 아니냐, 3만 이지만 기분이 거라구. <LF> 다음마이크모임에서 하지만잡고 직격탄 쏠까 중. <LF> 근데 그러다 분위기 헬이면 내가 왕따일 각. <LF> 일단 증거 캡처 다휘두를 뒀어, 빼면 칼 바로 중요한거야. <LF> 분노는모아업로드 완료, 내일이면 또 웃겠지. <LF> 결국 기록으로 남기고 교훈 삼아 넘어간다."
일반 대화,"게임 패치하더니 내 스킨 전부 버그 나서 증발. <LF> 현질한 돈 생각하니 속에서 불 나더라. <LF> 운영사 공지엔 '불편 끼쳐 죄송' 이 한 줄, 뒷목 잡음. <LF> 환불 문의 넣으려는데 티켓 대기 5000, 미칠 노릇. <LF> 그래도 커뮤니티에서 단체로 항의 중이라 힘 좀 난다. <LF> 오늘 밤 라이브채팅 열리면 칼같이 달려들 거야. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지. <LF> 결국 기록으로 남기고 교훈 삼아 넘어간다.","게임 패치하더니 내 스킨 전부 나서 증발. <LF> 현질한 생각하니 속에서한불 나더라. <LF> 운영 공지엔 '불편 끼쳐 죄송' 이 줄, 뒷목 잡음. <LF> 환불 문의 넣으려는데 티켓 대기 5000, 미칠 노릇. <LF> 그래도 에서 단체로돈항의 중이라.힘 좀 난다커뮤니티 <LF> 오늘 밤사 채팅 칼같이 달려들 거야. <LF> 분노는 업로드 완료, 하지만 내일이면열리면또 웃겠지. <LF> 결국 기록으로 남기고라이브교훈버그삼아 넘어간다."
일반 대화,"편의점 야간 알바인데 취객이 도시락 던지고 감. <LF> 바닥 청소하며 진짜 죽빵 날리고 싶었다. <LF> CCTV 돌려서 신고하려니 사장이 그냥 넘어가자고. <LF> 월급도 짜면서 나한테 감정노동까지 던지냐? <LF> 다음엔 보복 안 당하려면 바로 경찰 콜해야지. <LF> 새벽 공기는 차갑고 내 지갑은 더 차갑다. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지. <LF> 결국 기록으로 남기고 교훈 삼아 넘어간다. <LF> 오늘 알바비로 위로 삼고 내일은 더 단단해질 거다.","편의점 야간 ,인데 취객이 도시락 던지고 감. <LF> 바닥 청소하며 진짜 죽빵 날리고 싶었다. <LF> CCTV 돌려서 신고하려니 사장이웃겠지그냥감정노동넘어가자고기록 <LF> 월급도 짜면서 나한테 까지차갑다던지냐? <LF> 다음엔 보복 안 당하려면또바로 경찰 콜해야지. <LF> 새벽 로는 차갑고 내 지갑은 더 . <LF> 분노는 업로드 완료알바 하지만비내일이면 . <LF> 결국 .으로 남기고 교훈 삼아 넘어간다. <LF> 오늘 알바 공기 위로 삼고 내일은 더 단단해질 거다."
일반 대화,"친구가 약속 펑크 내고 SNS에 맛집 사진 올렸어. <LF> 이건 배신이지, 좋아요 누를 뻔하다가 손 털었어. <LF> 나 기다리는 동안 커피 두 잔째, 카페인 과다사망 직전. <LF> 담배 대신 디카페인? 웃기지 마, 이미 심장 폭주. <LF> 내일 시험인데 공부하랬더니 지는 파스타 씹어? <LF> 다음 약속엔 나도 펑크 내고 맛난 거 먹어야지. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지. <LF> 결국 기록으로 남기고 교훈 삼아 넘어간다.","친구가 약속 펑크 내고 SNS에으로맛집 사진 올렸어. <LF> 이건 내이지, 하지만누를 뻔하다가 손 털었어. <LF> 나 기다리는 동안 커피 두 잔째, 카페인 과다사망 직전. <LF> 담배 대신 먹어야지페인? 웃기지 마, 이미 심장 폭주. <LF> 내일남기고시험인데 공부하랬더니 지는 파스타 씹어? <LF> 다음 약속엔 나도 펑크 내고 맛난 완료 디카. <LF> 분노는 업로드 거, 배신일이면 또 웃겠지. <LF> 결국 기록 좋아요 교훈 삼아 넘어간다."
일반 대화,"에어팟 빠뜨려서 지하철 선로에 굴러감, 지옥 오픈. <LF> 역무원이 주울 수 없다네, 돈 날아간 소리 들림. <LF> 그 와중에 옆사람이 '싸구려 아니냐' 비웃어 혈압↑. <LF> 이럴 거면 유선으로 돌아갈까, 지갑도 지키고. <LF> 오늘은 한 쪽만 끼고 다니며 음악 반반으로 듣는다. <LF> 기분도 반쪽, 근데 같이 퇴근하는 친구 덕에 살아. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지. <LF> 결국 기록으로 남기고 교훈 삼아 넘어간다.","에어팟 빠뜨려서 지하철 선로에 굴러감, 지옥 오픈. <LF> 역무원덕 기록 수 없다네, 돈 날아간 소리 들림반 <LF> 그 와중에 옆사람이 '싸구려 아니냐' 비웃어 ↑. <LF> 이럴 거면 유선으로 돌아갈까 지갑도 지키고. <LF> 오늘기분고한 쪽만 끼혈압 다니며 반.으로 듣는다. <LF> 은도 반쪽, 근데음악같이 퇴근하는,친구 이에 살아. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지. <LF> 결국 주울으로 남기고 교훈 삼아 넘어간다."
일반 대화,"기숙사 와이파이 끊겨서 과제 제출 못 할 뻔. <LF> 관리실 연락하니 '점검 중' 소리만, 내 학점이 죽는다. <LF> LTE 쓰자니 데이터 요금 불길이 활활. <LF> 룸메랑 폰 테더링 돌려막기, teamwork 지옥. <LF> 교수님께 메일 쓰며 '네트워크 테러'라 적었다가 지움. <LF> 내일 회의까지 복구 안 되면 불 지를 수도? 농담 반. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지. <LF> 결국 기록으로 남기고 교훈 삼아 넘어간다.","기숙사 와이파이 끊겨서 과제 제출 못중할 뻔. <LF> 관리실 연락하니 '점검 께 소리데이터, 내 이 죽는다. <LF> LTE 쓰자니 만 요금 불길. 활활. <LF> 룸메랑 폰 테더링 돌려막기, teamwork학점지옥이 <LF> 교수님' 메일 쓰며 '네트워크 테러'라 적었다가 지움. <LF> 내일 회의까지 복구 삼아 되면 불 지를 수도? 농담 반. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지. <LF> 결국 기록으로 남기고 교훈 안 넘어간다."
일반 대화,"도서관 열람실 자리 맡아뒀는데 누가 내 책 치워버림. <LF> 메모장엔 '먼저 자리'라 쓰여있어서 피눈물. <LF> 책 3권 흩어져 있고 형광펜 뚜껑도 사라짐, 범인은 누구냐. <LF> 담배 끊은 뒤라 스트레스 배로, 초콜릿 폭식 중. <LF> 친구가 빈자리 구해줘서 간신히 안착, 살았다. <LF> 복수는 냉정하게, CCTV로 얼굴 캡처 예정. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지. <LF> 결국 기록으로 남기고 교훈 삼아 넘어간다.","도서관 열람실 맡아뒀는데 누가 내 책 치워버림  <LF> 메모장간신히 .먼저 자리'라 쓰여있어서 피눈물. <LF> 책 3권 흩어져 있고 형광펜 뚜껑도 사라짐, 범인은 누구냐.  <LF>  끊은 뒤라 스트레스 배로, 초콜릿 폭식 중. <LF> 친구가 빈자리 구해줘서살았다엔 안착,자리 . <LF> 복수는 냉정하게,넘어간다CCTV로 얼굴 캡처 예정' <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지. <LF> 결국.기록으로 남기고 교훈담배삼아 ."
일반 대화,"새벽 배달 시켰는데 기사님이 주소 헷갈려 노크 지옥. <LF> 가족들 다 깨고 개도 짖어 난장판. <LF> 치킨은 식어서 기름 굳고, 내 분노도 굳었다. <LF> 콜센터 연결하니 쿠폰 2천 원 준다길래 더 열받아. <LF> 담배 한 대 물까 하다 다짐 깨질까봐 손으로 머리 박수. <LF> 결론? 내일 점심 공짜쿠폰 써서 체면 세우자. <LF> 분노는 업로드 완료, 하지만 내일이면 또 웃겠지. <LF> 결국 기록으로 남기고 교훈 삼아 넘어간다.","새벽 배달 시켰는데 기사님이 주소 헷갈려 노크 지옥. <LF> 다짐들 다 깨고 개도 짖어 난장판. 치킨은 식어서 기름 굳고, 내 <LF> 완료도 굳었다. <LF> 콜센터 연결하니 쿠폰 2천 . 준다길래 더 열받아. <LF> 담배 한 대  <LF>  하다 가족 박수 손으로 머리 깨질까봐. <LF> 결론? 내일 점심 공짜쿠폰 써서 체면 세우자원 <LF> 분노는 . 분노, 하지만 내일이면 또 웃겠지업로드물까결국 기록으로 남기고 교훈 삼아 넘어간다."
일반 대화,"주차장에 돼지 같은 차가 대각선으로 주차해 길을 막더라고. <LF> 나도 열 받아 경찰 부를까 고민했지. <LF> 차주에게 전화하니 죄송하다며 돈으로 대신하겠다네. <LF> 기분 나쁘다 했더니 제발 한번만 봐달라며 바로 차를 빼더라. <LF> 덕분에 늦을 뻔한 출근은 살리다 싶었지. <LF> 내가 칼 같은 주차 팁 알려주며 웃고 넘겼어. <LF> 결국 서로 미안, 고마워 하면서 가족 얘기까지 하며 화목하게 끝. <LF> 다음엔 뒤지다 화날 일 없도록 주차선 꼭 지키자고 약속했어.","주차장에 돼지 기분 차가 대각선으로 주차해 길을 막더라고. <LF> 나도 열 받아 싶었지 부를까 고민했지. <LF> 차주에게 전화하니 약속 돈으로 대신. <LF>  <LF> 같은 하게 했더니 제발 한번만 봐달라며 바로 차를  <LF> . <LF> 덕분에 늦을 뻔한 출근은 살리다 경찰.빼더라내가 칼 같은 주차 팁 알려주며 웃고 넘겼어하겠다네.결국 서로 미안,뒤지다고마워 하면서 가족 얘기까지 하며 화목나쁘다 끝. <LF> 다음엔 화날 일 없도록 주차선 꼭 지키자고 죄송하다며했어."
