class,conversation,augmented_conversation
일반 대화,팀 회식에서 술값 안 낸 사람이 있어서 빡쳤어. <LF> 끝나고 계좌번호 달라니까 빌린 적 없댄다니까 미치겠더라. <LF> 결국 내가 카드 긁으며 계산했는데 스트레스 터졌어. <LF> 동료들이 그냥 웃으며 넘어가자는데 속이 메슥거려. <LF> 다음부턴 정산 화면 복사본이라도 남겨둬야겠다. <LF> 이런 식이면 회식 자체가 지옥이야. <LF> 이제는 칼이라도 들고 가야 하나 싶더라. <LF> 다들 책임 회피하지 말고 바로 처리해야 한다니까.,팀 회식에서 술값 안 사람이 있어서 빡쳤어. <LF> 끝나고 계좌번호 달라니까 빌린 적 없댄다니까 미치겠더라. <LF> 결국 가 카드 긁으며 계산했는데 스트레스 터졌어 <LF> 동료들이 그냥 웃으며 넘어가자는데 속이 메거려. <LF> 다음부턴 정산 화면 복사 둬야겠다. <LF> 이런 식이면 회식 자체가 지옥이야. <LF> 이제는 이라도 들고 가야 하나 싶더라. <LF> 다들 책임 회피하지 말고 처리해야 한다니까.
일반 대화,배송 온 상자가 열려 있고 내용물은 다 날아갔더라. <LF> 회사에 바로 신고했더니 손해배상 청구하겠대. <LF> 돈만 날린 기분이라 속 터지고 미치는 줄 알았어. <LF> 택배사 측에 독하게 요구했더니 겨우 보상 약속받았지. <LF> 난 앞으로 포장 바로 확인할 생각이야. <LF> 정말 이럴 바엔 직접 배달하라고 소리 지르고 싶다. <LF> 이제는 모든 택배마다 CCTV 촬영해야 할 판이야. <LF> 고장 난 택배에 대한 분노는 좀처럼 사그라들지 않아.,배송 온 상자가 열려 있고 내용물은 다 날아갔더라. <LF> 회사에 바로 신고했더니 손해배상 청구. <LF> 돈만 날린 기분 속 터지고 줄 알았어. <LF> 택배사 에 독하게 요구했더니 겨우 보상 약속받았지.난 앞으로 포장 바로 할 생각.정말 이럴 엔 직접 배달하 소리 지르고 싶다. <LF> 이제는 모든 택배마다 CCTV 촬영해야 할 판이야. <LF> 고장 난 에 대한 분노는 좀처럼 사그라들지 않아.
일반 대화,부장님이 내 보고서를 통째로 베껴놓고 내 이름 빼먹었어. <LF> 마음속으로 칼 꽂아버리고 싶었지. <LF> 그 뒤로 내 이름 크게 써놓고 다시 제출했다니까. <LF> 혹시 또 그럴까봐 필수 증빙 자료도 첨부했어. <LF> 다시는 이런 일 없었으면 좋겠는데 불안해 죽겠다. <LF> 내 힘으로라도 제대로 책임 묻고 싶어. <LF> 때로는 진상 손님처럼 달려들고 싶을 때가 있어. <LF> 이렇게 나몰라라 하는 태도에는 도저히 참을 수 없어.,부장님이 내 보고서를 통째로 베껴놓고 내 빼먹었어. <LF> 마음속으로 칼 버리고 싶었지. <LF> 그 뒤로 내 이름 크게 써놓고 다시 제출했다니까.혹시 또 그럴까봐 필수 증빙 도 첨부했어. <LF> 다시는 이런 일 없었으면 좋겠는데 불안해 죽겠다. <LF> 내 힘으로라도 제대로 책임 싶어. <LF> 때로는 진상 손님처럼 달려들고 싶을 가 있어. <LF> 이렇게 몰라라 하는 태도 참을 수 없어
일반 대화,회의실 에어컨 고장나서 팀원들 다 더위에 죽겠다고 난리. <LF> 관리팀에 연락해도 교체까지 한 시간 걸린대서 미친 듯이 기다렸어. <LF> 땀 범벅 된 채로 발표 준비하니 정신이 하나도 없어. <LF> 결국 내가 직접 선풍기 가져와서 겨우 버텼지. <LF> 에어컨 없인 이렇게 지옥이라는 걸 다시 깨달았어. <LF> 다음에는 미리 예비 기기라도 챙겨야겠다. <LF> 여름엔 이러다 진짜 병원 신세 질 판이야. <LF> 여유가 있으면 휴대용 에어컨이라도 사볼까 고민 중이야.,회의실 고장나서 팀원들 다 더위에 죽겠다고 난리.관리팀에 연락해도 교체까지 시간 걸린대서 미친 듯이 기다렸어. <LF> 땀 범벅 채로 발표 준비하니 정신이 도 없어. <LF> 결국 내 직접 선풍기 가져와서 겨우 버텼지 <LF> 에어컨 없인 이렇게 지옥이라는 걸 깨달았어. <LF> 다음에는 미리 예비 기기라도 챙겨야겠다. <LF> 여름엔 이러다 진짜 병원 신세 판이야.여유가 있으면 휴대용 에어컨이라도 사볼까 고민 야.
일반 대화,파견 직원이 내 컴퓨터에 몰래 악성코드 설치했다고 소문이 돌아서 미쳐버릴 지경이야. <LF> 사과 한마디 없이 태연하게 지나가는데 열받아 죽겠어. <LF> 덕분에 바이러스 검사하느라 밤샘하고 눈 밑 다 검게 변했지. <LF> 이제는 USB 절대 못 빌려줄 거야. <LF> 내 데이터를 지키려면 확실한 보안 강화를 해야겠다. <LF> 정말 이젠 사람 믿을 수가 없다. <LF> 이젠 보안 전문가라도 고용해야 할 판이야.,파견 직원이 내 컴퓨터에 몰래 악성코드 설치했다고 소문이 돌아서 미쳐 지경이야.사과 한마디 없이 태연하게 지나가는데 열받아 . <LF> 덕분에 바이러스 검사하느라 밤샘하고 눈 밑 다 검게 변했지. <LF> 이제는 USB 절대 못 빌려줄 거야. <LF>  데이터를 지키려면 확실한 보안 강화를 해야겠다. <LF>  이젠 사람 믿을 없다. <LF> 이젠 보안 전문가라도 해야 할 판이야.
일반 대화,"주차장에서 내 차 긁고 간 놈 잡고 싶더라. <LF> CCTV 확인해도 몰래 달아나고, 경찰 신고 안 하면 끝이라더라. <LF> 돈 깨진 만큼 보상 받아야 속이 풀리는데 말이 쉽지. <LF> 결국 내가 직접 차 위치 추적 앱까지 검색했어. <LF> 다음엔 경고 스티커라도 붙여놔야겠다. <LF> 이제 밤마다 불안해서 잠도 못 자겠다. <LF> 차 문 단단히 잠그고 다니는 수밖에 없겠어. <LF> 이 습관 고치지 않으면 계속 불안할 것 같아.","주차장에서 내 차 긁고 간 놈 잡고 싶더라. <LF>  확인해도 몰래 달아나고, 경찰 신고 안 하면 끝이라더라. <LF>  깨진 만큼 보상 받아야 속이 풀리는데 말이 쉽지. <LF> 결국 내가 차 위치 추적 앱까지 검색했어. <LF> 다음엔 경고 스티커라도 붙여놔야겠다 <LF> 이제 밤마다 불안해서 잠도 못 자겠다. <LF> 차 문 단단히 잠그고 다니는 수밖에 없겠어. <LF> 이 습관 고치지 않으면 계속 불안할 것 같아."
일반 대화,지하철에서 누군가 담배 냄새 풀풀 풍겨서 죽을 뻔했어. <LF> 옆자리 할아버지가 소리지르며 멈추라는데 나도 미치겠더라. <LF> 담배 꽁초라도 던지고 싶었지만 참았지. <LF> 결국 차내 방송으로 주의만 주고 끝났지만 기분은 여전해. <LF> 다음부터는 칼이라도 들고 가서 지적할까 봐 고민 중이야. <LF> 정말 공공장소 매너 좀 지켜달라고 부탁하고 싶다. <LF> 이럴 바엔 전용 흡연 구역이라도 만들어야 할 듯해.,지하철에서 누군가 냄새 풀풀 풍겨서 죽을 뻔했어 <LF> 옆자리 할아버지 멈추라는데 나도 . <LF>  꽁초라도 던지고 싶었지만 참았지. <LF> 결국 차내 방송 주의만 주고 끝났지만 기분 여전해. <LF> 부터는 칼이라도 들고 가서 지적할까 고민 중이야.정말 공공장소 좀 지켜달라고 부탁 싶다 <LF> 이럴 바 전용 구역 만들어야 할 듯.
일반 대화,"야, 콘서트 예매 실패했어? 사이트가 터져서 욕 나왔지. <LF> 진짜 현타; 새로고침만 백 번, 카드 인증도 죽는 줄. <LF> 결국 암표 알아봤는데 돈 미쳐서 포기. <LF> 짜증 나서 담배 대신 츄잉껌 씹었더니 턱 아프다. <LF> 근데 내 친구가 예비표 두 장 구했다더라. <LF> 헐 대박? 나 반쯤 죽어가던 심장 살아남. <LF> 교통비까지 생각하면 지갑 터질 각이지만 콜. <LF> 이번에 못 가면 뒤통수 맞은 기분일 듯.",", 콘서트 예매 실패했어? 사이트가 터져서 욕 나왔지. <LF> 진짜 타; 새로고침만 백 번, 카드 죽는 줄. <LF> 결국 암표 알아봤는데 돈 미쳐서 포기. <LF> 짜증 나서 츄잉껌 씹었더니 아프다. <LF> 근데 친구가 예비표 두 장 구했다더라. <LF> 헐 대박? 나 반쯤 죽어가던 심장 살아남. <LF> 교통비까지 생각 지갑 각이지만 콜. <LF> 이번에 못 가면 뒤통수 맞은 기분일 듯."
일반 대화,"알바 사장님이 급여 하루 늦게 준다네, 지갑 텅텅. <LF> 이번 주말 약속 있는데 돈 없어서 빡쳐. <LF> 사장님이 죄송하다며 커피 쏘신다는데 그게 뭐? <LF> 내 시간 값이 커피 한 잔이냐고 화날 뻔. <LF> 그래도 일단 쿨하게 웃고 넘겼어, 평판 중요. <LF> 내일 안 주면 경찰서 농담 슬쩍 던져볼까. <LF> 담배값도 없어서 껌만 씹고 있는데 제발 좀. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","사장님이 급여 하루 늦게 준다네, 지갑 텅텅. <LF> 이번 주말 약속 있는데 돈 없어서 빡쳐.사장님 죄송하다며 커피 쏘신다는데 그게 뭐? <LF> 내 시간 값 커피 한 잔이냐고 화날 뻔. <LF>  쿨하게 웃고 넘겼어, 평판 중요. <LF> 내일 안 주면 농담 슬쩍 볼까 <LF> 도 없어서 껌만 씹고 있는데 제발 좀. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중."
일반 대화,"동아리 회식 또 삼겹살? 나 채식 선언했단 말이야. <LF> 회장님이 '한 점 먹어' 강요해서 살짝 살인미소. <LF> 그래도 분위기 깨기 싫어 상추만 뜯어 먹었음. <LF> 고기 냄새에 정신은 나갔고 지갑은 n빵 준비. <LF> 끝에는 회장이 채식 메뉴 알아본다며 사과. <LF> 이럴 줄 알면 처음부터 칼같이 말할걸. <LF> 담배 피우는 선배들 옆이라 더 괴로웠다. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","동아리 또 삼겹살? 채식 선언했단 말이야. <LF> 회장님이 '한 점 먹어' 강요해서 살짝 살인미소 <LF> 그래도 분위기 깨기 싫어 상추만 뜯어 . <LF> 고기 에 정신은 나갔고 지갑은 빵 준비. <LF> 끝에는 회장이 채식 메뉴 알아본다며 사과 <LF> 이럴 줄 알면 처음부터 칼같이 말할. <LF> 담배 피우는 선배들 옆이라 더 괴로웠다. <LF> 결국 도 교훈 한 스푼 추가, 살면서 깨닫는 중."
일반 대화,"게임 서버 또 터져서 새벽 내내 랭크 날렸다. <LF> 팀원들 욕 폭격, 나도 멘탈 박살; 모니터 주먹 오조오억. <LF> 그래도 신고 먹으면 정지라 참았지. <LF> 운영사가 보상 준다는데 스킨 몇 개로 화 풀릴까? <LF> 돈보다 시간 날린 게 화산급. 담배 생각 쩔었음. <LF> 결국 디스코드에서 친구들이 밈 던져줘서 겨우 웃음. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","게임 서버 또 새벽 내내 랭크 날렸다. <LF> 팀원들 욕 폭격, 나도 멘탈 박살; 모니터 주먹 오조오억. <LF> 그래도 신고 먹으면 정지라 참았지. <LF> 운영사가 보상 준다는데 스킨 몇 개로 화 풀릴까 <LF> 돈 시간 날린 게 화산급. 담배 생각 쩔었음. <LF> 결국 디스코드에서 친구들이 밈 던져줘서 겨우 웃음.진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중."
일반 대화,"새 이어폰 샀는데 한 쪽 음질 뭉개져, 환장. <LF> 고객센터 전화하니 교환 가능, 근데 왕복 배송비 내라고? <LF> 내가 잘못한 것도 아닌데 지갑에 칼질하네. <LF> 리뷰에 별 하나 박겠다고 협박 아닌 협박. <LF> 결국 무료 교환 약속 받았어. 말은 해봐야 돼. <LF> 스트레스 풀겸 노래 빵빵하게 듣고 싶다. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","새 이어폰 샀는데 한 쪽 음질 뭉개져, 환장. <LF> 고객센터 전화하니 교환 가능, 근데 왕복 배송비 내라고? <LF> 내가 잘못한 도 아닌데 에 칼질하네. <LF> 리뷰 별 하나 박겠다고 협박 협박. <LF> 결국 무료 교환 약속 받았어. 말은 해봐야 돼. <LF> 스트레스 풀겸 빵빵하게 듣고 싶다. <LF> 진짜 레전드 하루였다, 다음 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중."
일반 대화,"교내 축제 부스 자리 선착순이래서 밤샘 줄섰다. <LF> 추워 죽겠는데 앞팀이 새치기, 혈압 MAX. <LF> 단체로 항의하니 스태프가 뒤통수 긁고 미안타령. <LF> 결국 우리 팀 한 칸 밀려났지만 전기는 확보. <LF> 라면 끓여 먹다 담배 냄새 나는 애들 때문에 빡침. <LF> 그래도 다같이 노래 부르고 업된 건 인정. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","교내 축제 자리 선착순이래서 밤샘 줄섰다.추워 죽겠는데 앞팀이 새치기, 혈압 MAX. <LF> 단체로 항의하니 스태프가 뒤통수 긁고 미안타령. <LF> 결국 우리 팀 한 칸 밀려났지만 전기 확보. <LF> 라면 끓여 먹다 담배 냄새 는 애들 때문 빡침. <LF> 그래도 같이 노래 부르고 업된 건 인정 <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 스푼 추가, 살면서 깨닫는 중"
일반 대화,"친구차 타고 드라이브 갔는데 고속도로에서 타이어 펑! <LF> 사고날까 심장 쫄렸고 차 안에 욕만 울려 퍼짐. <LF> 친구가 침착하게 갓길 세워 존경스러웠다. <LF> 렉카 부르니 비용 장난, 돈 없어서 덜덜. <LF> 카드 긁고 담배 피우려다 금연 스티커 보고 멈춤. <LF> 결국 비상간식 나눠먹으며 웃음, 살아있어 감사. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","친구차 타고 드라이브 갔는데 고속도로에서 펑! <LF> 사고날까 심장 쫄렸고 차 안에 욕만 울려 퍼짐. <LF> 친구가 갓길 세워 존경스러웠다. <LF> 렉카 부르니 비용 , 돈 없어서 덜덜. <LF> 카드 담배 피우려다 금연 스티커 보고 멈춤 <LF> 결국 비상 나눠먹으며 , 살아있어 감사. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중."
일반 대화,"시험 전날 노트북 업데이트 걸려서 파일 날아감. <LF> 복구 프로그램도 버그, 진짜 뇌정지. <LF> 교수님께 메일 보내다 오타 연속, 멘탈 붕괴. <LF> 그래도 새벽 세 시까지 다시 씀, 손목 탈주 직전. <LF> 담배 끊은 지 일주일인데 꿈에 필 뻔. <LF> 내일 제출 후 치킨+콜라 파티로 보상 예고. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","시험 전날 업데이트 걸려서 날아감. <LF> 복구 프로그램도 버그, 뇌정지. <LF> 님께 메일 보내다 오타 연속, 멘탈 붕괴. <LF> 그래도 새벽 세 시까지 다시 씀 손목 직전. 끊은 지 일주일인데 꿈에 필 뻔. <LF> 내일 제출 후 치킨+콜라 파티로 보상 예고. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 . <LF>  오늘도 한 스푼 , 살면서 깨닫는 중."
일반 대화,"온라인 쇼핑 반품하려는데 택배비 왕복 6천 원? <LF> 상품 하자라더니 사진 더 달래, 지옥 문의. <LF> 채팅 상담 끊기기 직전 목소리 높여 해결. <LF> 무료 반품 오케이 받으니 속이 좀 시원. <LF> 이럴 때마다 쇼핑 중독 끊어야지 생각만 백 번. <LF> 담배 대신 아이스크림 뜯어 스트레스 삭제. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","온라인 반품하려는데 택배비 왕복 6천 원? <LF> 상품 하자더니 사진 더 달래, 지옥 문의. <LF> 채팅 상담 끊기기 직전 목소리 높여 해결.무료 반품 오케이 받으니 속이 좀 시원.이럴 때마다 중독 끊어야지 생각만 백 번. <LF> 담배 대신 아이스크림 스트레스 삭제.진짜 레전드 하루였다, 엔 안 당하기로 다짐.결국 오늘도 교훈 한 스푼 추가, 중."
일반 대화,"룸메랑 공과금 n빵하다가 전기세 폭탄 발견. <LF> 에어컨 많이 썼다며 서로 눈치 싸움. <LF> 결국 사용 시간 표 붙여 칼같이 분배. <LF> 스트레스 때문에 담배 피려다 공용 베란다 금연. <LF> 대신 탄산수 원샷하며 화 푼 덕에 타협 완료. <LF> 다음 달엔 절약 모드, 지갑 좀 숨 쉬자. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중.","룸메 공과금 n빵하다가 전기세 폭탄 발견.에어컨 많이 썼다며 서로 눈치 싸움. <LF> 결국 사용 시간 표 붙여 같이 분배. <LF> 스트레스 때문에 담배 피려다 공용 베란다 금연. <LF> 대신 탄산수 원샷하며 화 푼 덕에 타협 완료. <LF> 다음 달엔 절약 모드, 지갑 좀 숨 쉬자. <LF> 진짜 레전드 하루였다, 다음엔 절대 안 당하기로 다짐. <LF> 결국 오늘도 교훈 한 스푼 추가, 살면서 깨닫는 중."
일반 대화,헬스장 회원권 환불 안 해준다네. 돈 날린 기분이라 미쳐버릴 것 같아. <LF> 트레이너는 미안하다면서도 규정이라 어쩔 수 없대. <LF> 그래도 나 몸 망가져서 더는 못 다닌다니까 죽겠다고 하소연했지. <LF> 결국 50%만 돌려준다는데 열 받더라. <LF> 그래도 좋은 말로 설득했더니 얼른 서류 내주더라. <LF> 다음부턴 계약서 꼼꼼히 읽어야겠다. <LF> 이 일로 우정 깨질까 걱정했는데 잘 해결돼서 다행이야. <LF> 오늘은 집에서 스트레칭만 하려고.,헬스장 회원권 환불 안 해준다네. 돈 날린 기분이라 버릴 것 같아. <LF> 트레이너는 미안하다면서도 규정이라 어쩔 수 없대. <LF> 그래도 나 몸 망가져서 더는 못 다닌다니까 죽겠다고 하소연했지. <LF> 결국 50%만 돌려준다는데 열 받더라. <LF>  좋은 말로 설득했더니 얼른 내주더라. <LF> 다음부턴 계약서 꼼꼼히 읽어야겠다 <LF> 이 일로 우정 깨질까 걱정했는데 잘 해결돼서 이야.오늘은 집에서 스트레칭만 하려고.
일반 대화,새벽마다 위층에서 쿵쿵대서 잠을 못 자겠어. <LF> 경고문 붙였더니 '싫다'며 무시하더라. <LF> 경찰 부르겠다고 하니 그제야 조용해지더라. <LF> 그래도 또 시작하면 진짜 신고할 거야. <LF> 몸이 피곤해 죽겠는데 일은 해야 하잖아. <LF> 담배 연기까지 내려와서 더 짜증나. <LF> 이번 주말엔 직접 올라가 얘기해볼 생각이야. <LF> 평화롭게 살고 싶다 진짜. <LF> 백색 소음기로 버텨보지만 효과도 없어서 속 터져. <LF> 오늘도 카페로 피난 가서 일해야 할 판이야.,새벽마다 위층에서 쿵쿵대서 잠을 못 자겠어. <LF> 고문 '싫다'며 무시하더라 <LF> 경찰 부르겠다고 하니 그제야 . <LF> 그래도 또 시작하면 진짜 신고할 거야. <LF> 몸이 피곤해 죽겠는데 은 해야 하잖아. <LF>  연기까지 내려와서 더 짜증나. <LF> 이번 주말엔 직접 올라가 얘기해볼 생각이야. <LF> 평화롭게 살고 싶다 진짜 <LF> 백색 소음기로 버텨보지만 효과도 없어서 속 터져. <LF> 오늘도 카페로 피난 가서 일해야 판이야.
일반 대화,유기견 입양하려고 보호소 갔는데 서류가 너무 복잡하대. <LF> 직원이 미안하다며 안내했지만 진이 빠지더라. <LF> 가족 동의서 없으면 못 데려간다니 돈 쓰고도 헛걸음이야. <LF> 그래도 강아지 눈빛 보니 포기 못 하겠어. <LF> 죽도록 귀여워서 바로 재방문 예약했지. <LF> 다음엔 서류 다 챙겨서 갈 거야. <LF> 집에 오니 설렘에 잠도 못 자겠더라. <LF> 보호소 직원이 그래도 마음은 따뜻하다며 간식 챙겨줬어. <LF> 가족들도 빨리 데려오라며 설레하더라.,유기견 입양하려고 보호소 갔는데 서류가 너무 복잡하대. <LF> 직원이 미안하다며 안내했지만 진이 빠지더라. <LF> 가족 동의서 없으면 못 데려간다니 돈 쓰고도 헛걸음이야. <LF> 그래도 강아지 눈빛 보니 포기 못 하겠어 <LF> 죽도록 귀여워서 바로 재방문 예약했지. <LF> 엔 서류 다 챙겨서 갈 거야. <LF> 집에 오니 설렘에 잠도 못 자겠더라. <LF> 소 직원이 그래도 마음은 따뜻하다며 간식 챙겨줬어 <LF> 가족들도 데려오라며 설레하더라.
일반 대화,온라인 강의 듣다 마이크 오류 나서 교수님이 화내셨다. <LF> 나도 어쩔 수 없었다고 사과했지만 기분 나빴어. <LF> 수업 분위기 살벌해져서 숨도 못 쉬겠더라. <LF> 동기들이 제발 재로그인하라며 도와줬지. <LF> 결국 해결됐지만 땀 삐질삐질. <LF> 다음엔 장비 점검 세 번은 해야겠다. <LF> 이젠 발표 잘 끝내서 점수 따야지. <LF> 교수님도 결국 웃으며 넘어가셨어. <LF> 발표 끝나고 친구들이 박수 쳐줘서 살았다.,온라인 강의 듣다 나서 교수님이 화내셨다 <LF> 나도 어쩔 수 없었다고 사과했지만 기분 나빴어. <LF> 수업 분위기 숨도 못 . <LF> 동기들이 제발 재로그인하라 도와줬지. <LF>  됐지만 땀 삐질삐질. <LF>  장비 점검 세 번은 해야겠다. <LF> 이젠 끝내서 점수 따야지. <LF> 교수님 웃으며 넘어가셨어. <LF> 발표 끝나고 친구들이 박수 쳐줘서 살았다
일반 대화,전세금 돌려받기 힘들다길래 부동산에 소리 지를 뻔했어. <LF> 집주인도 돈 없다고 버티니 속이 뒤집혀. <LF> 협박성 문자는 보내기 싫어서 참았지. <LF> 법무사 상담받으니 조금 안심되더라. <LF> 그래도 미안하대서 대화로 해결 시도 중. <LF> 이번엔 잘 넘어가길 제발. <LF> 노후자금인데 떼이면 죽겠다. <LF> 부동산도 자기들 책임 없다고 빠져나가니 열 받더라. <LF> 그래도 법으로 해결하면 된다니 조금은 안심했어.,전세금 돌려받기 힘들다길래 부동산에 소리 뻔했어. <LF> 집주인도 돈 없다고 버티니 속이 뒤집혀. <LF> 협박성 는 보내기 싫어서 참았지. <LF> 법무사 상담받으니 조금 안심되더라. <LF> 그래도 미안하대서 대화로 해결 시도 중 <LF> 이번엔 잘 제발. <LF> 노후자금 떼이면 죽겠다 <LF> 부동산도 자기들 책임 빠져나가니 열 받더라. <LF>  법으로 해결하면 된다니 조금은 안심했어.
일반 대화,공항에서 짐 잃어버려서 돌아버릴 뻔했어. <LF> 직원이 미안하다 반복하는데 속이 안 풀려. <LF> 제발 찾아달라며 신고서 쓰고 기다렸지. <LF> 돈보다 여행 기념품이 걱정이야. <LF> 다행히 오후에 연락 와서 찾았다더라. <LF> 심장이 멈출 뻔했지만 해피엔딩. <LF> 다음부턴 에어태그라도 달아야겠다. <LF> 보험사에 분실 신고도 해둬서 혹시 모를 보상도 준비했지. <LF> 다음 여행부터는 짐표 사진도 찍어두려고. <LF> 여행이 끝나도 짐 찾는 스트레스는 기억에 남을 듯해.,공항에서 짐 돌아버릴 뻔했어. <LF> 직원이 미안하다 반복하는데 속이 안 풀려.제발 찾아며 신고서 쓰고 기다렸지. <LF> 돈보다 여행 기념품이 걱정이야. <LF> 다행히 오후에 연락 와서 찾았다더라. <LF> 이 뻔했지만 해피엔딩. <LF> 다음부턴 에어태그라도 달아야겠다. <LF> 에 분실 신고도 해 혹시 모를 보상도 준비했지. <LF> 다음 여행부터는 짐표 사진도 찍어두려고. <LF> 여행이 끝나도 짐 찾는 스트레스는 기억에 남을 해.
일반 대화,학자금 대출 이자 폭탄 맞아서 기절할 뻔. <LF> 은행 직원이 규정이라며 웃는데 때리고 싶었어. <LF> 제발 상환 유예 좀 해달라 애원했더니 서류 내래. <LF> 돈 모으기도 전에 인생 끝날 것 같아. <LF> 친구가 상담사 소개해줘서 조금 숨 돌렸어. <LF> 이번 달은 허리 졸라매고 살아야지. <LF> 빨리 취업해서 갚아버릴 거야. <LF> 정부 지원 받아보라는데 조건이 까다로워서 골치야. <LF> 그래도 끝까지 버티면 언젠간 빛 보겠지.,학자금 대출 이자 폭탄 맞아서 기절할 뻔.은행 직원이 규정이라며 웃는데 때리고 싶었어. <LF> 제발 상환 좀 해달라 애원했더니 서류 래. <LF>  모으기도 전에 인생 끝날 것 같아. <LF> 친구가 상담사 소개해줘서 조금 숨 돌렸어. <LF> 이번 달은 허리 매고 살아야지. <LF> 빨리 취업해서 갚아버릴 거야. <LF> 정부 지원 받아보라는데 조건이 까다로워서 골치야. <LF> 그래도 끝까지 버티면 언젠간 빛 보겠지.
일반 대화,사무실 옆 건물 공사 소음 때문에 회의 중 귀가 찢어질 뻔. <LF> 담당자한테 전화했더니 미안하다며 시간 조정해줬어. <LF> 그래도 하루 종일 드릴 소리라 미치겠더라. <LF> 팀원들 제발 이어폰 끼라며 농담했지. <LF> 점심에 소음 줄어서 잠깐 휴식. <LF> 완공되면 카페 생긴다네 조금 기대돼. <LF> 그때까진 그냥 참아야지. <LF> 회의록에 소음 상황 기록해두니 다들 공감했어. <LF> 끝나고 같이 아이스크림 먹으며 스트레스 풀었지.,옆 건물 공사 소음 때문에 회의 중 귀가 찢어질 뻔. <LF> 한테 전화했더니 미안하다며 시간 조정해줬어. <LF> 그래도 하루 종일 드릴 소리라 미치겠더라. <LF> 팀원들 끼라며 농담했지.점심에 소음 줄어서 잠깐 휴식. <LF> 완공되면 카페 생긴다네 기대돼.그때까진 그냥 참아야지. <LF> 회의록에 소음 상황 기록해두니 다들 했어. <LF>  같이 아이스크림 먹으며 스트레스 풀었지.
일반 대화,도서관 책 연체했더니 벌금이 장난 아니야. <LF> 직원한테 울며 미안하다고 했더니 일부 감면해줬다. <LF> 제발 다시는 이런 실수 안 하겠다고 다짐했지. <LF> 돈 아까워서라도 칼같이 반납해야겠다. <LF> 책 빌리는 건 좋은데 관리가 문제야. <LF> 오늘은 알람 두 개 맞춰놨어. <LF> 벌금보다 창피가 더 커서 얼굴이 화끈거렸어. <LF> 친구가 대신 반납 알람 앱 알려줘서 설치했지. <LF> 다음 달은 벌금 없이 깨끗하게 살고 싶어.,도서관 책 연체 벌금이 장난 아니야. <LF> 직원한테 울며 미안하다고 했더니 일부 감면해줬다. <LF> 제발 다시는 이런 안 하겠다고 다짐했지. <LF> 돈 아까워서라도 칼같이 반납해야겠다. <LF> 책 빌리는 건 관리가 문제야. <LF> 오늘 알람 두 개 맞춰놨어. <LF> 벌금보다 창피가 더 커서 얼굴이 화끈거렸어. <LF> 친구가 반납 알람 앱 알려줘서 설치했지. <LF> 다음 달은 벌금 없이 깨끗하게 살고 싶어.
